classname,methodname,conf,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,avg,CV
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,19CPU010Mem1GB.sh,1.9703000000000004,1.83,1.8014,2.0408999999999997,1.8897,1.9309,1.9711000000000003,1.9605000000000001,1.871,1.9096999999999997,1.9698999999999998,1.8214000000000001,1.8914000000000002,1.832,2.0004999999999997,1.8115999999999999,1.9515,1.9395,1.811,1.9502,1.8727999999999998,1.8928,1.9410999999999998,1.8318999999999999,1.9596000000000005,1.9714000000000003,1.9793000000000003,1.9307000000000003,1.8611,,1.910179310344828,0.03367106087041268
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,20CPU010Mem2GB.sh,1.9407999999999999,1.9919,1.9006,1.8815000000000002,1.8695,1.9221,1.9411,1.9322,1.8618999999999999,1.8620999999999999,1.8811,1.7411999999999999,2.0393,1.862,1.9314,1.8613999999999997,1.8815000000000002,1.902,2.0409,1.8425999999999998,1.8521,1.9714000000000003,1.8623,2.0012999999999996,1.8823999999999999,1.8509,1.8805,1.8622999999999998,1.9408999999999998,,1.9031448275862066,0.03306870744764351
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,28CPU2Mem16GB.sh,1.5160999999999996,1.5127,1.5152,1.5157,1.5128,1.5129000000000001,1.5156,1.5172,1.5121,1.5134999999999998,1.5133999999999999,1.5154999999999998,1.5142,1.515,1.5151000000000001,1.5148,1.5162,1.515,1.5143,1.515,1.5191999999999999,1.5141,1.5173,1.5128,1.5165,1.5175999999999998,1.5143,1.5137,1.5115,,1.5148034482758619,0.0011530333881252127
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,21CPU025Mem2GB.sh,1.6136,1.6253999999999997,1.6445999999999998,1.6239999999999999,1.6153,1.6541000000000001,1.6055000000000004,1.6431,1.6327000000000003,1.6143,1.6312000000000002,1.6240999999999999,1.6149,1.6441000000000003,1.6250999999999998,1.6062,1.6255,1.6415000000000002,1.6425,1.6251000000000002,1.6164,1.6231000000000002,1.655,1.6129000000000002,1.6228000000000002,1.6159,1.6422,1.6354,1.6541000000000003,,1.628641379310345,0.008723731272056801
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,01noThrottling.sh,1.5217,1.5166999999999997,1.5202,1.5178999999999998,1.5186000000000002,1.5167000000000002,1.5145,1.5151,1.5182999999999998,1.5233,1.5183000000000002,1.5139,1.5149000000000001,1.5165999999999997,1.5116,1.5155,1.5151,1.5138,1.5161,1.5159999999999998,1.5108,1.5136999999999998,1.5162,1.5115,1.5190000000000001,1.5145999999999997,1.5158,1.5169,1.5142000000000002,,1.5161206896551724,0.001844980305757747
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,26CPU2Mem4GB.sh,1.5118,1.5121,1.5135999999999998,1.513,1.5158,1.5123000000000002,1.5274,1.5112,1.5124,1.5141000000000002,1.5150000000000001,1.5152,1.5141000000000002,1.5144,1.5164,1.5131000000000001,1.5167,1.5149,1.5124999999999997,1.513,1.522,1.5154,1.5131000000000001,1.5132999999999999,1.5142000000000002,1.5143,1.5161,1.5142000000000002,1.5120999999999998,,1.5146103448275863,0.0020910391371980384
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,25CPU1Mem8GB.sh,1.5155,1.5208,1.5188000000000001,1.5201999999999998,1.5444,1.5236000000000003,1.5238,1.5181,1.5121,1.5323999999999998,1.5218,1.5159,1.5233999999999999,1.5150999999999997,1.5175999999999998,1.5233,1.5254,1.5225,1.5270000000000001,1.5191,1.5211999999999999,1.5284,1.5261,1.5128,1.5344000000000002,1.5254999999999999,1.5261,1.5313,1.5297,,1.5233206896551723,0.004495953750738055
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,27CPU2Mem8GB.sh,1.5167000000000002,1.5135,1.5123,1.5165,1.5134999999999998,1.5170999999999997,1.5170000000000001,1.5134,1.5142,1.5125,1.5227,1.5153000000000003,1.5131000000000001,1.5154,1.5146,1.5116000000000003,1.5142,1.5135999999999998,1.5131,1.5132999999999999,1.5393,1.5145,1.5139,1.514,1.5144,1.5132999999999996,1.5167,1.5129000000000001,1.5153,,1.5154448275862074,0.0032802188946208202
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,22CPU05Mem2GB.sh,1.5497,1.5440999999999998,1.5714,1.5460000000000003,1.5399,1.537,1.5298999999999996,1.5203,1.5688,1.5532,1.5303,1.5209999999999997,1.5805,1.5439999999999998,1.5381,1.5276,1.5626000000000002,1.5468999999999997,1.5479999999999998,1.5638,1.5308999999999997,1.5604,1.5135,1.5221,1.5397,1.5524,1.5459,1.5559999999999998,1.5664000000000002,,1.545186206896552,0.010733071808563907
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,29CPU4Mem8GB.sh,1.5173999999999999,1.5139999999999998,1.5147,1.5127000000000002,1.5154999999999998,1.5173999999999999,1.5137999999999998,1.513,1.5105,1.515,1.5129,1.5111999999999999,1.5182,1.5161,1.5189000000000001,1.5165999999999997,1.5110999999999999,1.5147,1.5158,1.5152999999999999,1.5108,1.5151,1.5142,1.5139999999999998,1.5175999999999998,1.5128,1.5134,1.5162,1.5172,,1.5146931034482758,0.001475939021759341
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,24CPU1Mem4GB.sh,1.5235999999999996,1.5254999999999999,1.5210000000000001,1.5223,1.5204999999999997,1.5253999999999999,1.5664,1.5215000000000003,1.5119,1.5299999999999998,1.5131000000000001,1.5167,1.5234999999999999,1.5314999999999999,1.5191,1.5102000000000002,1.5186,1.5265,1.5193,1.5223999999999998,1.5159,1.5119,1.5183,1.5215,1.5226000000000002,1.5371,1.5251,1.514,1.5252999999999999,,1.5227827586206897,0.006681749548393859
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnectWarnLog,23CPU05Mem4GB.sh,1.5456999999999999,1.537,1.5655999999999999,1.5377,1.5351000000000001,1.5368,1.5627000000000002,1.5554999999999999,1.5435999999999999,1.548,1.5748,1.5576000000000003,1.5466,1.5516,1.5402,1.5633000000000001,1.559,1.5284,1.5628000000000002,1.5652000000000001,1.5461,1.5558999999999998,1.5376999999999998,1.5489,1.5228,1.5503000000000005,1.5667999999999997,1.5629000000000002,1.5303,,1.54961724137931,0.008381566077282895
org.apache.dubbo.remoting.transport.netty.ClientReconnectTest,testReconnect,19CPU010Mem1GB.sh,1.9898,1.9304,2.0203,2.0798000000000005,1.9603000000000002,1.8506000000000005,1.7594,1.9312999999999998,1.8102999999999998,1.7122,2.071,1.7407999999999997,1.9006999999999998,1.9604,1.9694000000000003,1.7701999999999998,1.7289,1.9202,2.0195,2.0194,1.8689999999999998,1.9194000000000002,1.6118000000000001,1.7510999999999999,2.1021,2.3811999999999998,2.2197,1.95,1.9889,,1.9289000000000003,0.08233214176767757
