project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_baseline_conf,cheapest_github_baseline_runtime,cheapest_github_baseline_price,cheapest_github_baseline_max_failure_rate,cheapest_github_baseline_runtime_rate,cheapest_github_baseline_price_rate,cheapest_smart_baseline_conf,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_baseline_conf,fastest_github_baseline_runtime,fastest_github_baseline_price,fastest_github_baseline_max_failure_rate,fastest_github_baseline_runtime_rate,fastest_github_baseline_price_rate,fastest_smart_baseline_conf,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,1-1,{'22CPU05Mem2GB.sh': 1},681.7275862068988,1.6548937155172467,0.1999999999999999,27CPU2Mem8GB.sh,275.1033333333329,2.6712533666666625,0.1899999999999999,2.478078247713828,0.619519561928457,22CPU05Mem2GB.sh,681.7275862068988,1.654893715517247,0.1999999999999999,1.0,0.9999999999999999,6-1,{'01noThrottling.sh': 6},63.72058606730727,7.424719614240945,0.3,27CPU2Mem8GB.sh,69.40238960581908,4.043380730029184,0.1899999999999999,0.9181324509028805,1.8362652715583763,01noThrottling.sh,63.72058606730727,7.424719614240947,0.3,1.0,0.9999999999999998
assertj-core_dot,1-1,{'26CPU2Mem4GB.sh': 1},8.967748275862117,0.0737896220632187,0.0999999999999999,27CPU2Mem8GB.sh,8.86630344827581,0.0860918064827581,0.0758620689655172,1.0114416146681777,0.8571038880221057,26CPU2Mem4GB.sh,8.967748275862117,0.0737896220632187,0.0999999999999999,1.0,1.0,6-1,{'29CPU4Mem8GB.sh': 6},5.0789595238094725,0.4959350504285671,0.125,27CPU2Mem8GB.sh,5.959612249099324,0.3431956227282544,0.0758620689655172,0.8522298618634216,1.445050628810768,29CPU4Mem8GB.sh,5.0789595238094725,0.4959350504285671,0.125,1.0,1.0
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-1,{'19CPU010Mem1GB.sh': 1},140.3766666666667,0.0993515858333333,0.01,27CPU2Mem8GB.sh,27.276476666666632,0.264854588433333,0.0,5.146436923732704,0.375117480203071,19CPU010Mem1GB.sh,140.3766666666667,0.0993515858333333,0.01,1.0,1.0,2-1,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",16.578153333333333,0.5379510750222223,0.0,27CPU2Mem8GB.sh,17.264513333333298,0.3060158933999994,0.0,0.9602444629195089,1.7579187441714206,29CPU4Mem8GB.sh,16.578153333333333,0.4972891989999997,0.0,1.0,1.0817670605032035
commons-exec_dot,1-1,{'19CPU010Mem1GB.sh': 1},106.04666666666664,0.0750545283333333,0.03,27CPU2Mem8GB.sh,55.0216866666667,0.5342605775333337,0.0016666666666667,1.9273612477407376,0.14048299928820873,19CPU010Mem1GB.sh,106.04666666666664,0.0750545283333333,0.03,1.0,1.0,4-1,"{'01noThrottling.sh': 2, '22CPU05Mem2GB.sh': 2}",38.00900666666662,1.6547070408992104,0.0133333333333333,27CPU2Mem8GB.sh,38.126145030606565,1.3531962980749028,0.0016666666666667,0.9969276105977694,1.2228137508602748,01noThrottling.sh,38.00900666666662,2.697335850799998,0.0,1.0,0.6134597738017844
db-scheduler_dot,1-1,{'22CPU05Mem2GB.sh': 1},21.49789666666665,0.0521861441583333,0.0333333333333333,27CPU2Mem8GB.sh,13.256210000000005,0.1287177991,0.0133333333333333,1.6217226995247243,0.40543067488118123,22CPU05Mem2GB.sh,21.49789666666665,0.0521861441583333,0.0333333333333333,1.0,1.0,2-1,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",12.001565682326616,0.2536789080726069,0.0166666666666667,27CPU2Mem8GB.sh,12.251764562744569,0.1486421716191146,0.0133333333333333,0.9795785432264376,1.7066415628173257,29CPU4Mem8GB.sh,12.001565682326616,0.2430024839799401,0.0066666666666667,1.0,1.0439354525015807
delight-nashorn-sandbox_dot,1-1,{'26CPU2Mem4GB.sh': 1},17.463886666666667,0.1436986807888889,0.0066666666666667,27CPU2Mem8GB.sh,18.14662666666668,0.1762037449333334,0.0033333333333332,0.9623764784198635,0.8155256906898161,26CPU2Mem4GB.sh,17.463886666666667,0.1436986807888889,0.0066666666666667,1.0,1.0,4-1,"{'28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 1}",5.988706666666658,0.3750707554696488,0.0,27CPU2Mem8GB.sh,6.411747324414717,0.2397933888935341,0.0033333333333332,0.9340210029585538,1.5641413518542686,29CPU4Mem8GB.sh,5.988706666666658,0.3650347584888884,0.0,1.0,1.0274932639902725
elastic-job-lite_dot,1-1,{'22CPU05Mem2GB.sh': 1},84.17931034482753,0.2043452758620688,0.0,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,1.7942330972798097,0.4485582743199524,22CPU05Mem2GB.sh,84.17931034482753,0.2043452758620688,0.0,1.0,1.0,4-1,"{'28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 2, '26CPU2Mem4GB.sh': 1}",27.07895172413797,1.5864561469655205,0.0,27CPU2Mem8GB.sh,34.632137931034485,1.1724410148620696,0.0,0.7819023988083632,1.353122354860775,01noThrottling.sh,27.07895172413797,1.7563729255172456,0.0,1.0,0.9032570042027463
elastic-job-lite_elastic-job-lite-core,1-1,{'22CPU05Mem2GB.sh': 1},42.11553333333326,0.1022354571666664,0.0,27CPU2Mem8GB.sh,23.09954666666668,0.2242965981333334,0.0,1.8232190415280836,0.4558047603820206,22CPU05Mem2GB.sh,42.11553333333326,0.1022354571666664,0.0,1.0,1.0,2-1,"{'28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 1}",17.149936666666676,0.4987900326222226,0.0,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.9819305034926896,1.6817195496819821,01noThrottling.sh,17.149936666666676,0.5768009290666675,0.0,1.0,0.8647524778251038
fastjson_dot,1-1,{'22CPU05Mem2GB.sh': 1},104.46666666666655,0.253592833333333,0.01,27CPU2Mem8GB.sh,35.98251333333387,0.3493902044666718,0.0,2.9032620845273085,0.725815521131827,22CPU05Mem2GB.sh,104.46666666666655,0.2535928333333331,0.01,1.0,0.9999999999999996,6-1,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 3}",10.525393333333342,1.132846741440131,0.0,27CPU2Mem8GB.sh,11.780066507822395,0.6863050337286338,0.0,0.8934918428808611,1.6506461205529501,01noThrottling.sh,10.611999999999998,1.236508815866666,0.0,0.9918387988440769,0.9161655193263799
fluent-logger-java_dot,4-1,"{'19CPU010Mem1GB.sh': 1, '27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2}",113.42427,0.0803418148702777,0.41,27CPU2Mem8GB.sh,9.201916666666664,0.3455086319666667,0.0,12.32615705061446,0.2325320048097344,22CPU05Mem2GB.sh,13.594010000000042,0.1311024699083337,0.0,8.343694759677215,0.6128169433150447,6-1,"{'23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",8.125366666666668,0.3645787931833331,0.0,27CPU2Mem8GB.sh,8.126056666666663,0.3455086319666666,0.0,0.9999150879659964,1.0551944566713642,29CPU4Mem8GB.sh,8.125366666666668,0.5818410838333337,0.0,1.0,0.6265951362206753
