project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_conf,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_conf,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_conf,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_conf,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assertj-core_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0,{'22CPU05Mem2GB.sh': 1},42.47574333333337,0.1031098669416667,0.0,27CPU2Mem8GB.sh,27.276476666666632,0.264854588433333,0.0,1.5572298377246458,0.3893074594311613,,,,,,,2-0,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.4972891989999997,0.0,27CPU2Mem8GB.sh,17.264513333333298,0.3060158933999994,0.0,0.9602444629195089,1.6250436978120715,29CPU4Mem8GB.sh,16.578153333333333,0.4972891989999997,0.0,1.0,1.0
commons-exec_dot,2-0,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",91.08785953608248,0.3195105897949961,0.0,,,,,,,,,,,,,4-0,"{'01noThrottling.sh': 1, '28CPU2Mem16GB.sh': 1, '22CPU05Mem2GB.sh': 2}",38.00900666666662,1.3853983156234233,0.0,,,,,,,01noThrottling.sh,38.00900666666662,2.697335850799998,0.0,1.0,0.5136172847042872
db-scheduler_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delight-nashorn-sandbox_dot,2-0,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",17.369041029082776,0.165250844887703,0.0,,,,,,,,,,,,,4-0,{'29CPU4Mem8GB.sh': 4},5.988706666666658,0.3650347584888884,0.0,,,,,,,29CPU4Mem8GB.sh,5.988706666666658,0.3650347584888884,0.0,1.0,1.0
elastic-job-lite_dot,1-0,{'22CPU05Mem2GB.sh': 1},84.17931034482753,0.2043452758620688,0.0,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,1.7942330972798097,0.4485582743199524,22CPU05Mem2GB.sh,84.17931034482753,0.2043452758620688,0.0,1.0,1.0,4-0,{'01noThrottling.sh': 4},27.07895172413797,1.756372925517245,0.0,27CPU2Mem8GB.sh,34.632137931034485,1.1724410148620696,0.0,0.7819023988083632,1.4980480068959985,01noThrottling.sh,27.07895172413797,1.7563729255172456,0.0,1.0,0.9999999999999998
elastic-job-lite_elastic-job-lite-core,1-0,{'22CPU05Mem2GB.sh': 1},42.11553333333326,0.1022354571666664,0.0,27CPU2Mem8GB.sh,23.09954666666668,0.2242965981333334,0.0,1.8232190415280836,0.4558047603820206,22CPU05Mem2GB.sh,42.11553333333326,0.1022354571666664,0.0,1.0,1.0,2-0,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",17.149936666666676,0.4600567251666669,0.0,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.9819305034926896,1.5511264020414677,01noThrottling.sh,17.149936666666676,0.5768009290666675,0.0,1.0,0.7976005272930011
esper_examples.rfidassetzone,1-0,{'21CPU025Mem2GB.sh': 1},34.04543333333333,0.0539336406388888,0.0,,,,,,,,,,,,,2-0,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1}",22.864059999999988,0.066440857857774,0.0,,,,,,,,,,,,
fastjson_dot,2-0,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",78.52036035726393,0.2949136717458903,0.0,27CPU2Mem8GB.sh,21.46103240129288,0.4167731703190619,0.0,3.6587410563032194,0.7076119403754283,,,,,,,6-0,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 5}",10.536269999999996,1.1964615297046062,0.0,27CPU2Mem8GB.sh,11.780066507822395,0.6863050337286338,0.0,0.8944151540234113,1.743337832165295,01noThrottling.sh,10.611999999999998,1.236508815866666,0.0,0.9928637391632112,0.9676126157386183
fluent-logger-java_dot,2-0,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",63.39913654091488,0.0850418180534993,0.0,27CPU2Mem8GB.sh,17.910466666666665,0.3455086319666666,0.0,3.539781387098506,0.24613514738961376,,,,,,,6-0,"{'21CPU025Mem2GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",8.125366666666668,0.3876091219479744,0.0,27CPU2Mem8GB.sh,8.126056666666663,0.3455086319666666,0.0,0.9999150879659964,1.1218507617064963,29CPU4Mem8GB.sh,8.125366666666668,0.5818410838333337,0.0,1.0,0.666176955732132
handlebars.java_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbase_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http-request_dot,1-0,{'26CPU2Mem4GB.sh': 1},2.380049999999999,0.0195838447499999,0.0,27CPU2Mem8GB.sh,2.3805000000000005,0.023114655,0.0,0.9998109640831752,0.8472479796908021,26CPU2Mem4GB.sh,2.380049999999999,0.0195838447499999,0.0,1.0,1.0,6-0,{'29CPU4Mem8GB.sh': 6},1.8980266666666676,0.1850633901444444,0.0,27CPU2Mem8GB.sh,2.06661,0.11949126,0.0,0.9184251826259757,1.5487608896620924,29CPU4Mem8GB.sh,1.8980266666666676,0.1850633901444444,0.0,1.0,1.0
httpcore_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
