test,conf,round_num,avg_runtime,failrate,avg_price
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",01noThrottling.sh,300,7.333333333333336e-05,0.0,1.4241333333333339e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",19CPU010Mem1GB.sh,300,0.0029699999999999996,0.0,2.1020174999999995e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",20CPU010Mem2GB.sh,300,0.003633333333333332,0.0,3.917338888888888e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",21CPU025Mem2GB.sh,300,0.0006733333333333334,0.0,1.0666722222222224e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",22CPU05Mem2GB.sh,300,0.0005000000000000001,0.0,1.2137500000000004e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",23CPU05Mem4GB.sh,300,0.0004566666666666667,0.0,1.4468722222222224e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",24CPU1Mem4GB.sh,300,7.333333333333336e-05,0.0,3.5603333333333347e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",25CPU1Mem8GB.sh,300,6.333333333333336e-05,0.0,4.013222222222224e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",26CPU2Mem4GB.sh,300,7.333333333333334e-05,0.0,6.034111111111112e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",27CPU2Mem8GB.sh,300,7.333333333333336e-05,0.0,7.120666666666669e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",28CPU2Mem16GB.sh,300,4e-05,0.0,5.069333333333334e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testIsUtility')",29CPU4Mem8GB.sh,300,8.000000000000002e-05,0.0,1.3165333333333336e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",01noThrottling.sh,300,3.333333333333334e-05,0.0,6.473333333333335e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",19CPU010Mem1GB.sh,300,0.0010066666666666668,0.0,7.124683333333334e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",20CPU010Mem2GB.sh,300,0.0019666666666666665,0.0,2.1203944444444444e-06
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",21CPU025Mem2GB.sh,300,0.0003566666666666667,0.0,5.650194444444445e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",22CPU05Mem2GB.sh,300,2.3333333333333332e-05,0.0,5.664166666666667e-08
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",23CPU05Mem4GB.sh,300,0.00028333333333333335,0.0,8.976944444444446e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",24CPU1Mem4GB.sh,300,2.3333333333333332e-05,0.0,1.1328333333333334e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",25CPU1Mem8GB.sh,300,4.333333333333335e-05,0.0,2.74588888888889e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",26CPU2Mem4GB.sh,300,1.6666666666666667e-05,0.0,1.371388888888889e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",27CPU2Mem8GB.sh,300,4.000000000000001e-05,0.0,3.884000000000001e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",28CPU2Mem16GB.sh,300,2.6666666666666667e-05,0.0,3.3795555555555553e-07
"('com.github.davidmoten.rx2.ActionsTest', 'testSetToTrue')",29CPU4Mem8GB.sh,300,4.000000000000001e-05,0.0,6.582666666666668e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",01noThrottling.sh,300,4.333333333333335e-05,0.0,8.415333333333337e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",19CPU010Mem1GB.sh,300,0.0006933333333333333,0.0,4.907066666666667e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",20CPU010Mem2GB.sh,300,0.004319999999999998,0.0,4.657679999999998e-06
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",21CPU025Mem2GB.sh,300,0.0018733333333333332,0.0,2.9676722222222223e-06
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",22CPU05Mem2GB.sh,300,0.00012333333333333334,0.0,2.9939166666666675e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",23CPU05Mem4GB.sh,300,0.0005666666666666666,0.0,1.7953888888888888e-06
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",24CPU1Mem4GB.sh,300,3.333333333333334e-05,0.0,1.6183333333333339e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",25CPU1Mem8GB.sh,300,2.6666666666666667e-05,0.0,1.6897777777777776e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",26CPU2Mem4GB.sh,300,1e-05,0.0,8.228333333333334e-08
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",27CPU2Mem8GB.sh,300,3.333333333333334e-05,0.0,3.2366666666666677e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",28CPU2Mem16GB.sh,300,3.0000000000000004e-05,0.0,3.802000000000001e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'test')",29CPU4Mem8GB.sh,300,2.3333333333333332e-05,0.0,3.839888888888889e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",01noThrottling.sh,300,3.666666666666668e-05,0.0,7.120666666666669e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",19CPU010Mem1GB.sh,300,0.0009866666666666667,0.0,6.983133333333333e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",20CPU010Mem2GB.sh,300,0.0016533333333333333,0.0,1.782568888888889e-06
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",21CPU025Mem2GB.sh,300,0.00035000000000000005,0.0,5.544583333333335e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",22CPU05Mem2GB.sh,300,0.00029,0.0,7.03975e-07
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",23CPU05Mem4GB.sh,300,0.00039666666666666664,0.0,1.256772222222222e-06
"('com.github.davidmoten.rx2.BiFunctionsTest', 'testConstant')",24CPU1Mem4GB.sh,300,3.0000000000000004e-05,0.0,1.4565000000000004e-07
