project,cheapest_category,cheapest_confs,cheapest_price,cheapest_runtime,cheapest_baseline_confs,cheapest_baseline_price,cheapest_baseline_runtime,cheapest_price_saving,cheapest_runtime_rate,fastest_category,fastest_confs,fastest_price,fastest_runtime,fastest_baseline_confs,fastest_baseline_price,fastest_baseline_runtime,fastest_price_rate,fastest_runtime_saving
activiti_dot,4-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.2995773286287263,864.14526142959,{'27CPU2Mem8GB.sh': 4},0.7195629543106892,92.1850314882254,0.5836676598843131,9.37403011615791,12-0.2-fast,{'01noThrottling.sh': 12},1.379671509894181,49.39281898815458,{'27CPU2Mem8GB.sh': 12},0.7217583580920695,54.00570310941885,1.9115421309997305,0.08541475910272456
assertj-core_dot,4-0.2-cheap,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0056053696510755,22.973930327010777,{'27CPU2Mem8GB.sh': 4},0.0102602521129964,6.351943283582065,0.4536810997094973,3.6168349277286116,12-0.2-fast,{'29CPU4Mem8GB.sh': 12},0.0068567230630951,5.164317857142805,{'27CPU2Mem8GB.sh': 12},0.0106716182189892,6.062470869788978,0.6425195244423351,0.14814966239622285
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0.2-cheap,{'19CPU010Mem1GB.sh': 1},0.0077304469832931,140.3766666666667,{'27CPU2Mem8GB.sh': 1},0.0671491463449666,27.276476666666632,0.884876466730056,5.146436923732704,2-0.2-fast,{'29CPU4Mem8GB.sh': 2},0.1135047508422667,16.578153333333333,{'27CPU2Mem8GB.sh': 2},0.0671903076499333,17.264513333333298,1.6893024427516425,0.039755537080491066
commons-exec_dot,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",0.0143654630043542,93.17937,{'27CPU2Mem8GB.sh': 2},0.1572947590270277,42.1362616972732,0.9086716995962605,2.2113819842264273,12-0.2-fast,{'01noThrottling.sh': 12},0.3201876819008001,38.00943333333329,{'27CPU2Mem8GB.sh': 12},0.1600245447621663,38.12656503060657,2.000866069493736,0.0030721807007594304
db-scheduler_dot,4-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 2}",0.0038870095006429,60.20566750582751,{'27CPU2Mem8GB.sh': 4},0.0323195871600764,12.251861229411231,0.8797320806917847,4.914001748673146,6-0.2-fast,{'29CPU4Mem8GB.sh': 6},0.0549460149864796,12.001565682326616,{'27CPU2Mem8GB.sh': 6},0.0323594359051146,12.251764562744569,1.6979905072385721,0.02042145677356244
delight-nashorn-sandbox_dot,4-0.2-cheap,"{'22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2}",0.0378031165490794,11.329014362416109,{'27CPU2Mem8GB.sh': 4},0.0465852770719469,9.08970065774805,0.18851794117923182,1.2463572552039182,12-0.2-fast,{'29CPU4Mem8GB.sh': 12},0.0729484135790666,6.683126666666658,{'27CPU2Mem8GB.sh': 12},0.0467548494558408,7.173210657748051,1.560232027866226,0.06832142738649882
elastic-job-lite_dot,4-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0181735257739709,247.9500103448277,{'27CPU2Mem8GB.sh': 4},0.063769802019793,35.85580000000001,0.7150136083481933,6.915199503143916,12-0.2-fast,{'01noThrottling.sh': 12},0.1291704505048276,27.361100000000043,{'27CPU2Mem8GB.sh': 12},0.0656814843193792,34.918862068965524,1.966618931398237,0.21643781100422843
elastic-job-lite_elastic-job-lite-core,4-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0116793499374408,94.38041666666668,{'27CPU2Mem8GB.sh': 4},0.0458885780730666,18.701600000000003,0.7454845970854833,5.046649306298213,12-0.2-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",0.0823445729485333,17.42361000000001,{'27CPU2Mem8GB.sh': 12},0.0464669672991999,17.752103333333334,1.7721099037584742,0.018504473929943144
esper_examples.rfidassetzone,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0067910030445495,55.175896666666645,{'27CPU2Mem8GB.sh': 2},0.0195399970282139,7.1894066666666605,0.6524562908201093,7.674610607644028,2-0.2-fast,{'01noThrottling.sh': 2},0.0372459968464981,6.881783333333331,{'27CPU2Mem8GB.sh': 2},0.0195399970282139,7.1894066666666605,1.9061413772334979,0.04278841740301187
fastjson_dot,6-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",0.046446712638084,208.14717482526547,{'27CPU2Mem8GB.sh': 6},0.0848227756251145,13.383578413204235,0.45242639968112575,15.55243062796326,12-0.2-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",0.1512917354957417,10.357826666666664,{'27CPU2Mem8GB.sh': 12},0.0852270734202289,11.407262684189558,1.775160514426771,0.09199718167070958
