project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_confs,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_confs,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_confs,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_confs,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assertj-core_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",129.95537710437708,0.0128839940197431,0.0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,0.0,7.5273119256403795,0.19175375839726325,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,0.0,7.83023781393729,0.09616692046131886,2-0-fast,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.1135047508422667,0.0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,0.0,0.9602444629195089,1.6893024427516425,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,0.0,0.9988881261269872,0.8472064120414521
commons-exec_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",81.0577412027491,0.0241202595882342,0.0,{'27CPU2Mem8GB.sh': 4},40.12984169727322,0.1578407161740554,0.0016666666666667,2.0198868915113835,0.15281392642463754,{'01noThrottling.sh': 4},40.01245166666661,0.3158385568469335,0.0,2.025812911391189,0.07636895200203098,12-0-fast,{'01noThrottling.sh': 12},38.00943333333329,0.3201876819008001,0.0,{'27CPU2Mem8GB.sh': 12},38.12656503060657,0.1600245447621663,0.0016666666666667,0.9969278192992406,2.000866069493736,{'01noThrottling.sh': 12},38.00943333333329,0.3201876819008001,0.0,1.0,1.0
db-scheduler_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delight-nashorn-sandbox_dot,4-0-cheap,"{'27CPU2Mem8GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2}",11.27930769574944,0.0379508428570151,0.0,{'27CPU2Mem8GB.sh': 4},9.08970065774805,0.0465852770719469,0.0033333333333332,1.2408887949610277,0.8146531531497244,{'29CPU4Mem8GB.sh': 4},8.398789999999991,0.0727022047308,0.0,1.3429681770528197,0.5220040162129689,12-0-fast,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,0.0,{'27CPU2Mem8GB.sh': 12},7.173210657748051,0.0467548494558408,0.0033333333333332,0.9316785726135012,1.560232027866226,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,0.0,1.0,1.0
elastic-job-lite_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",247.9500103448277,0.0181735257739709,0.0,{'27CPU2Mem8GB.sh': 4},35.85580000000001,0.063769802019793,0.0,6.915199503143916,0.28498639165180667,{'19CPU010Mem1GB.sh': 4},283.5779379310344,0.0315843689185534,0.0,0.8743628370875898,0.5753961974302847,12-0-fast,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,0.0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,0.0,0.7835621889957716,1.966618931398237,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,0.0,0.1024017182932857,3.92500767194263
elastic-job-lite_elastic-job-lite-core,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",93.94679793756968,0.0117562441519408,0.0,{'27CPU2Mem8GB.sh': 4},18.701600000000003,0.0458885780730666,0.0,5.0234631228114,0.2561910751128917,{'01noThrottling.sh': 4},18.35495333333334,0.0905476694727999,0.0,5.118334883857126,0.12983486179588885,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,0.0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,0.0,0.9814955260700569,1.7721099037584742,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,0.0,0.9994917530332763,0.8984192388564786
esper_examples.rfidassetzone,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",55.175896666666645,0.0067910030445495,0.0,{'27CPU2Mem8GB.sh': 2},7.1894066666666605,0.0195399970282139,0.0633333333333333,7.674610607644028,0.3475437091798907,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,0.0,0.7671751870586264,0.7191793462352606,2-0-fast,"{'21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1}",22.86405999999999,0.0090009386798765,0.0,{'27CPU2Mem8GB.sh': 2},7.1894066666666605,0.0195399970282139,0.0633333333333333,3.180242968589899,0.4606417629890117,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,0.0,0.3179058351038365,0.9532154753623255
fastjson_dot,6-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",208.14717482526547,0.046446712638084,0.0,{'27CPU2Mem8GB.sh': 6},13.383578413204235,0.0848227756251145,0.0,15.55243062796326,0.5475736003188743,{'01noThrottling.sh': 6},12.53055666666666,0.1624771449143997,0.0,16.611167433524415,0.28586613004896305,12-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",10.357826666666664,0.1512917354957417,0.0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,0.0,0.9080028183292904,1.775160514426771,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,0.0,0.9609152009222771,0.9271782043541865
