project,category,GA_confs,GA_runtime,GA_price,GA_max_failure_rate,BF_confs,BF_runtime,BF_price,BF_max_failure_rate,runtime_rate(GA/BF),price_rate(GA/BF)
activiti_dot,1-0-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-0-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,1-0.2-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-0.2-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,1-0.4-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-0.4-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,1-0.6-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-0.6-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,1-0.8-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-0.8-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,1-1-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0
activiti_dot,1-1-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0
activiti_dot,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",811.3997159683934,0.3597974611182426,0.1629629629629629,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",811.3997159683934,0.3597974611182426,0.1629629629629629,1.0,1.0
activiti_dot,2-0-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.467280203358,0.3133072240349372,0.1629629629629629,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.467280203358,0.3133072240349372,0.1629629629629629,1.0,1.0
activiti_dot,2-0.2-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,2-0.4-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.115373123712,0.3132812656063539,0.2166666666666666,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.115373123712,0.3132812656063539,0.2166666666666666,1.0,1.0
activiti_dot,2-0.4-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,2-0.6-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",979.3962913627056,0.3128606009611874,0.4111111111111111,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",979.3962913627056,0.3128606009611874,0.4111111111111111,1.0,1.0
activiti_dot,2-0.6-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,2-0.8-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",979.3962913627056,0.3128606009611874,0.4111111111111111,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",979.3962913627056,0.3128606009611874,0.4111111111111111,1.0,1.0
activiti_dot,2-0.8-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,2-1-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",985.809549427222,0.3108984189814373,0.8851851851851852,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",985.809549427222,0.3108984189814373,0.8851851851851852,1.0,1.0
activiti_dot,2-1-fast,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,{'01noThrottling.sh': 2},142.55604194107838,1.3749325110656987,0.3,1.0,1.0
activiti_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",807.771545598023,0.3132007494024166,0.1629629629629629,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",807.771545598023,0.3132007494024166,0.1629629629629629,1.0,1.0
