project,category,num_confs,confs,time_seq,time_parallel,price,min_failure_rate,max_failure_rate,fitness,period
retrofit_retrofit-adapters.rxjava,1-0,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.0024042129516601562
retrofit_retrofit-adapters.rxjava,1-0.2,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.0023212432861328125
retrofit_retrofit-adapters.rxjava,1-0.4,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.002232074737548828
retrofit_retrofit-adapters.rxjava,1-0.6,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.002302885055541992
retrofit_retrofit-adapters.rxjava,1-0.8,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.002314329147338867
retrofit_retrofit-adapters.rxjava,1-1,1,{'24CPU1Mem4GB.sh': 1},6.548496666666659,6.548496666666659,0.03179295131666663,0.0,0,0.03411651482506593,0.002303600311279297
retrofit_retrofit-adapters.rxjava,2-0,2,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.839716666666664,5.733846666666661,0.04516562588333334,0.0,0,0.044600962006576386,0.1522669792175293
retrofit_retrofit-adapters.rxjava,2-0.2,2,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.839716666666664,5.733846666666661,0.04516562588333334,0.0,0,0.044600962006576386,0.15123367309570312
retrofit_retrofit-adapters.rxjava,2-0.4,2,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.839716666666664,5.733846666666661,0.04516562588333334,0.0,0,0.044600962006576386,0.1525576114654541
retrofit_retrofit-adapters.rxjava,2-0.6,2,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.839716666666664,5.733846666666661,0.04516562588333334,0.0,0,0.044600962006576386,0.15305328369140625
