project,category,ga_confs,ga_runtime,ga_price,ga_max_failure_rate,ga_period,bf_confs,bf_runtime,bf_price,bf_max_failure_rate,bf_period,runtime_rate,price_rate,period_rate,difference
activiti_dot,1-0.2,{'27CPU2Mem8GB.sh': 1},275.10333333333307,0.0026712533666666,0.1899999999999999,0.124579906463623,{'27CPU2Mem8GB.sh': 1},275.10333333333307,0.0026712533666666,0.1899999999999999,0.070481538772583,1.0,1.0,1.7675537258855085,False
activiti_dot,1-0.4,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.1241946220397949,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.0737831592559814,1.0,1.0,1.6832380626169348,False
activiti_dot,1-0.6,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.1241078376770019,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.0762584209442138,1.0,1.0,1.627464037942668,False
activiti_dot,1-0.8,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.124751329421997,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.0744009017944336,1.0,1.0,1.6767448567583148,False
activiti_dot,1-1,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.1242048740386962,{'01noThrottling.sh': 1},260.31000000000006,0.0050552202,0.3,0.07560396194458,1.0,1.0,1.6428355187224468,False
activiti_dot,2-0.2,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",146.71930816235235,0.0042688524137013,0.1899999999999999,0.9649689197540284,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",146.71930816235235,0.0042688524137013,0.1899999999999999,0.5430970191955566,1.0,1.0,1.7767892027530454,False
activiti_dot,2-0.4,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.7159349918365479,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.5406184196472168,1.0,1.0,1.3242889361848507,False
activiti_dot,2-0.6,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.6642813682556152,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.5437633991241455,1.0,1.0,1.221636780492382,False
activiti_dot,2-0.8,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.6672992706298828,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.5391285419464111,1.0,1.0,1.2377368636814108,False
activiti_dot,2-1,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.6818103790283203,{'01noThrottling.sh': 2},142.55604194107838,0.0055291200828481,0.3,0.5216805934906006,1.0,1.0,1.3069498607687902,False
activiti_dot,4-0.2,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 3}",87.10504158125626,0.0057603338742984,0.1899999999999999,2.431919813156128,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 3}",87.10504158125626,0.0057603338742984,0.1899999999999999,10.714752912521362,1.0,1.0,0.22696928552726245,False
activiti_dot,4-0.4,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,1.8012328147888184,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,10.212162494659424,1.0,1.0,0.17638113531103675,False
activiti_dot,4-0.6,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,1.908693790435791,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,10.165295600891112,1.0,1.0,0.18776569471019328,False
activiti_dot,4-0.8,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,2.023899793624878,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,10.236945390701294,1.0,1.0,0.1977054400879468,False
activiti_dot,4-1,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,2.0862629413604736,{'01noThrottling.sh': 4},86.0284615172196,0.0064769198485445,0.3,10.38654613494873,1.0,1.0,0.20086204925625853,False
activiti_dot,6-0.2,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 5}",69.13796161937117,0.0069001577311177,0.1899999999999999,5.37052583694458,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 5}",69.13796161937117,0.0069001577311177,0.1899999999999999,359.41993618011475,1.0,1.0,0.014942203523883741,False
activiti_dot,6-0.4,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,2.6612303256988525,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,354.8663272857666,1.0,1.0,0.007499247240654135,False
activiti_dot,6-0.6,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,5.198681354522705,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,528.4348483085632,1.0,1.0,0.00983788516439229,False
activiti_dot,6-0.8,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,5.496028900146484,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,960.5477557182312,1.0,1.0,0.005721765385872912,False
activiti_dot,6-1,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,6.23766016960144,{'01noThrottling.sh': 6},68.32703260689725,0.0074247196142409,0.3,385.4850800037384,1.0,1.0,0.0161813270945297,False
assertj-core_dot,1-0.2,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.2835824489593506,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.1872878074645996,1.0,1.0,1.514153285247638,False
assertj-core_dot,1-0.4,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.2814488410949707,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.189746618270874,1.0,1.0,1.4832877848351775,False
assertj-core_dot,1-0.6,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.2810428142547607,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.1874465942382812,1.0,1.0,1.4993220623550003,False
assertj-core_dot,1-0.8,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.2804181575775146,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.1887547969818115,1.0,1.0,1.4856213567093388,False
assertj-core_dot,1-1,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.2823884487152099,{'29CPU4Mem8GB.sh': 1},7.539474999999994,0.0001240746269166,0.125,0.1895728111267089,1.0,1.0,1.4896041633653034,False
assertj-core_dot,2-0.2,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.741375207901001,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.3823003768920898,1.0,1.0,1.2597661383962298,False
assertj-core_dot,2-0.4,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.7824790477752686,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.3690071105957031,1.0,1.0,1.30202322104788,False
assertj-core_dot,2-0.6,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.7415990829467771,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.3558063507080078,1.0,1.0,1.2845485507847834,False
assertj-core_dot,2-0.8,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.7534825801849363,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.3757975101470947,1.0,1.0,1.2745208268311672,False
assertj-core_dot,2-1,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.807169198989868,{'29CPU4Mem8GB.sh': 2},6.03375119047616,0.000198446711619,0.125,1.3931546211242676,1.0,1.0,1.2971777659047588,False
assertj-core_dot,4-0.2,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,12.985832452774048,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,30.414715051651,1.0,1.0,0.4269588727272702,False
assertj-core_dot,4-0.4,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,13.669244050979614,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,30.553659439086918,1.0,1.0,0.44738484037341597,False
assertj-core_dot,4-0.6,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,12.04241418838501,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,30.33629965782165,1.0,1.0,0.3969638460925506,False
assertj-core_dot,4-0.8,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,12.159640789031982,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,30.448814392089844,1.0,1.0,0.3993469378627392,False
assertj-core_dot,4-1,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,10.600614786148071,{'29CPU4Mem8GB.sh': 4},5.402342857142813,0.0003471908810238,0.125,31.24286651611328,1.0,1.0,0.33929712501510967,False
assertj-core_dot,6-0.2,{'29CPU4Mem8GB.sh': 6},5.267176190476145,0.0004959350504285,0.125,9.45931625366211,{'29CPU4Mem8GB.sh': 6},5.267176190476145,0.0004959350504285,0.125,582.4789273738861,1.0,1.0,0.016239757026592465,False
