project,machines_num,conf,time_seq,time_parallel,price,min_failure_rate,max_failure_rate,probability_failure_rate
hutool_hutool-cron,1,19CPU010Mem1GB.sh,45.82722423484296,45.82722423484296,0.032434217952210104,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,1,20CPU010Mem2GB.sh,44.94107382415207,44.94107382415207,0.048453967761406626,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,1,21CPU025Mem2GB.sh,16.244595740582255,16.244595740582255,0.025734147085705723,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,1,22CPU05Mem2GB.sh,7.898498203676646,7.898498203676646,0.01917360438942506,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,1,23CPU05Mem4GB.sh,7.6795648209005805,7.6795648209005805,0.024331421207553338,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,1,24CPU1Mem4GB.sh,3.802668221384549,3.802668221384549,0.01846195421482199,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,1,25CPU1Mem8GB.sh,3.764585950716437,3.764585950716437,0.02385492630770649,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,1,26CPU2Mem4GB.sh,1.8699233333333325,1.8699233333333325,0.015386352494444437,0.0,0.0,0.0
hutool_hutool-cron,1,27CPU2Mem8GB.sh,1.8711133333333336,1.8711133333333336,0.018168510466666673,0.0,0.0,0.0
hutool_hutool-cron,1,28CPU2Mem16GB.sh,1.8341988702214362,1.8341988702214362,0.02324541368193967,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,1,29CPU4Mem8GB.sh,1.617836666666667,1.617836666666667,0.026624198744444452,0.0,0.0,0.0
hutool_hutool-cron,1,01noThrottling.sh,1.6174155704447735,1.6174155704447735,0.031410210378037505,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,2,19CPU010Mem1GB.sh,88.94177752313124,45.796030901509624,0.06294854304199612,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,2,20CPU010Mem2GB.sh,87.1948273588277,44.94107382415207,0.09401055636404272,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,2,21CPU025Mem2GB.sh,31.55630706049277,16.244595740582255,0.04999044976833063,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,2,22CPU05Mem2GB.sh,15.339441131604572,7.898498203676646,0.0372364933469701,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,2,23CPU05Mem4GB.sh,14.915520038291879,7.676118550724632,0.04725733932132144,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,2,24CPU1Mem4GB.sh,7.37912336073795,3.802668221384549,0.03582564391638275,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,2,25CPU1Mem8GB.sh,7.306756686502392,3.762800735785955,0.046300481536803495,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,2,26CPU2Mem4GB.sh,3.6312766666666647,1.8699233333333325,0.029879354838888872,0.0,0.0,0.0
hutool_hutool-cron,2,27CPU2Mem8GB.sh,3.634666666666667,1.8711133333333336,0.03529261333333334,0.0,0.0,0.0
hutool_hutool-cron,2,28CPU2Mem16GB.sh,3.5602800073451815,1.8341988702214362,0.04512061529308793,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,2,29CPU4Mem8GB.sh,3.1297700000000006,1.617836666666667,0.051505581633333346,0.0,0.0,0.0
hutool_hutool-cron,2,01noThrottling.sh,3.129993340790368,1.6148389037781068,0.06078447067814896,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,4,19CPU010Mem1GB.sh,175.17088409970782,45.65909328828829,0.1239771932215682,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,4,20CPU010Mem2GB.sh,171.70233442817892,44.94107382415207,0.1851237335693149,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,4,21CPU025Mem2GB.sh,62.17972970031379,16.21196798657718,0.09850305513358043,0.0,0.00666666666666671,0.00666666666666671
hutool_hutool-cron,4,22CPU05Mem2GB.sh,30.221326987460422,7.887652927927925,0.07336227126206019,0.0,0.013333333333333308,0.013333333333333308
hutool_hutool-cron,4,23CPU05Mem4GB.sh,29.387430473074474,7.673448550724632,0.09310917554885763,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,4,24CPU1Mem4GB.sh,14.532033639444753,3.788681806020068,0.07055302331950428,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,4,25CPU1Mem8GB.sh,14.391098158074302,3.762800735785955,0.09119159199499749,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,4,26CPU2Mem4GB.sh,7.153983333333329,1.8699233333333325,0.058865359527777744,0.0,0.0,0.0
hutool_hutool-cron,4,27CPU2Mem8GB.sh,7.1617733333333335,1.8704566666666669,0.06954081906666668,0.0,0.0,0.0
hutool_hutool-cron,4,28CPU2Mem16GB.sh,7.012442281592672,1.8341988702214362,0.08887101851538447,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,4,29CPU4Mem8GB.sh,6.153636666666668,1.6165633333333338,0.10126834741111113,0.0,0.0,0.0
hutool_hutool-cron,4,01noThrottling.sh,6.155148881481558,1.6174155704447735,0.11953299127837186,0.0,0.0033333333333332993,0.0033333333333332993
hutool_hutool-cron,6,19CPU010Mem1GB.sh,261.3999906762844,45.65909328828829,0.18500584340114024,0.0,0.013333333333333308,0.013333333333333308
