project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",16.578153333333333,0.0887555386294556,8.333454435981395,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,8.665851820491616,0.0,0.9616428492667943,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,8.365290993736402,0.0,0.9961942079744931
commons-exec_dot,12-0-fast,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 11}",38.12403500000001,0.1354575983814242,19.129746299190717,0,,,,,,,{'01noThrottling.sh': 12},38.00943333333329,0.3201876819008001,19.164810507617045,0.0,0.9981703858531557
delight-nashorn-sandbox_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,3.378037540122862,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,3.378037540122862,0.0,1.0
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,13.745135225252435,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,17.49227177664245,0.0,0.7857833105249603,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,133.6133341126409,0.0,0.1028724813772313
elastic-job-lite_elastic-job-lite-core,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,8.752977286474271,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,8.899285150316267,0.0,0.9835595936785106,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,8.762062476409206,0.0,0.9989631219864735
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,11.435882227925143,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,35.96514968905642,0.0,0.317971211764618
fastjson_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",10.357826666666664,0.1512917354957417,5.254559201081203,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,5.746244878804894,0.0,0.9144335669478201,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,5.471150527027728,0.0,0.960412106214853
fluent-logger-java_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 5, '26CPU2Mem4GB.sh': 1}",8.12691,0.0610168769873999,4.0939634384937005,0,{'27CPU2Mem8GB.sh': 8},8.126056666666663,0.1036525895899999,4.114854628128332,0.0,0.9949229823353118,{'01noThrottling.sh': 8},8.133510000000005,0.2066261783,4.170068089150003,0.0,0.9817497822507223
http-request_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},1.9007366666666676,0.0020985067381333,0.9514175867024005,0,{'27CPU2Mem8GB.sh': 12},2.0696866666666667,0.0013831040519999,1.0355348853593334,0.0,0.9187692275304237,{'01noThrottling.sh': 12},1.9336633333333344,0.0024800629488,0.9680716981410672,0.0,0.9827966136489202
hutool_hutool-cron,4-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1}",1.6124644370122616,0.0007106760423001,0.8065875565272809,0,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.9335242426790668,0.0,0.8640242209591711,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.9335242426790668,0.0,0.8640242209591711
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,8-0-fast,"{'27CPU2Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 6}",1061.2560551724137,0.1740905070945258,530.715072839754,0,{'27CPU2Mem8GB.sh': 8},1061.2632068965518,0.1957439165853103,530.7294754065686,0.0,0.9999728626965678,{'27CPU2Mem8GB.sh': 8},1061.2632068965518,0.1957439165853103,530.7294754065686,0.0,0.9999728626965678
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,12-0-cheap,{'26CPU2Mem4GB.sh': 12},1747.7073,0.490974214146701,874.0991371070734,0,,,,,,,{'28CPU2Mem16GB.sh': 12},1747.8167827586203,0.7561207496235861,874.2864517541219,0.0,0.9997857514014169
luwak_luwak,12-0-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 6}",3.6335817673378186,0.0471777038436402,1.8403797355907294,0,{'27CPU2Mem8GB.sh': 12},3.880286666666685,0.0268609306904,1.9535737986785424,0.0,0.9420579539076636,{'01noThrottling.sh': 12},3.6501166666666816,0.0515177434264,1.8508172050465408,0.0,0.9943606157175587
noxy_noxy-discovery-zookeeper,2-0-fast,"{'01noThrottling.sh': 1, '22CPU05Mem2GB.sh': 1}",14.965653333333332,0.0787378017196499,7.522195567526491,0,{'27CPU2Mem8GB.sh': 2},16.89495333333332,0.0497776250721333,8.472365479202725,0.0,0.887850693645283,{'01noThrottling.sh': 2},14.965653333333332,0.0895141302110666,7.527583731772199,0.0,0.9992842106527535
retrofit_retrofit-adapters.rxjava,8-0-cheap,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 1}",2.562073333333334,0.0124850094965444,1.2872791714149392,0,{'27CPU2Mem8GB.sh': 8},2.7386900000000014,0.0074918822970666,1.373090941148534,0.0,0.9375046712770411,{'19CPU010Mem1GB.sh': 8},47.38367333333334,0.0035687088498933,23.693621021091616,0.0,0.05433020011035998
retrofit_retrofit,12-0-cheap,{'01noThrottling.sh': 12},4.361786666666672,0.0106236970176,2.1862051818421357,0,,,,,,,{'19CPU010Mem1GB.sh': 12},121.85677,0.0106582536602399,60.93371412683012,0.0,0.03587841662321243
rxjava2-extras_dot,12-0-fast,"{'28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 11}",12.345354116331144,0.2221953155082905,6.2837747159197175,0.0,,,,,,,,,,,,
spring-boot_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",23.765401252796423,0.3510268601304738,12.058214056463449,0,{'27CPU2Mem8GB.sh': 12},27.00909999999996,0.2170069132511998,13.61305345662558,0.0,0.8857832002852101,{'19CPU010Mem1GB.sh': 12},589.9514931034491,0.2743564601363706,295.11292478179274,0.0,0.040859660976825474
wro4j_wro4j-extensions,12-0-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",7.50036333333333,0.1687444018547555,3.834553867594043,0,,,,,,,{'19CPU010Mem1GB.sh': 12},254.4330865785863,0.2001155494367038,127.31660106401151,0.0,0.030118255086515607
