project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",16.578153333333333,0.0887555386294556,1.4079073622057658,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,1.4429761497046025,0.0,0.975696904272454,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,1.4509858284749761,0.0,0.9703108979951328
commons-exec_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 2, '26CPU2Mem4GB.sh': 5}",38.14178166666668,0.1295330983249799,3.170512983792316,0,,,,,,,{'01noThrottling.sh': 8},38.01099833333329,0.3180131193738669,3.3334519364906208,0.0,0.9511200533853076
delight-nashorn-sandbox_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '26CPU2Mem4GB.sh': 1}",6.700596666666658,0.0713564597529176,0.6016956763060168,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,0.601762673826074,0.0,0.9998886645467204
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,2.3077248144644447,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,2.853935931091071,0.0,0.8086112898765013,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,21.40577752587996,0.0,0.10780850224545056
elastic-job-lite_elastic-job-lite-core,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '26CPU2Mem4GB.sh': 1}",17.46916666666667,0.0534191489823055,1.4466789503970545,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,1.4629178765819308,0.0,0.9888996324094295,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,1.478920156592929,0.0,0.9781994950490428
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,1.8362128993822702,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,5.762355827863815,0.0,0.31865663180730364
fastjson_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",10.462259999999992,0.1382588352864757,0.9641789284635569,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,0.9909899222817752,0.0,0.9729452406978212,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,1.0124505697310282,0.0,0.9523219772790534
fluent-logger-java_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 5, '26CPU2Mem4GB.sh': 1}",8.12691,0.0610168769873999,0.706288326828408,0,{'27CPU2Mem8GB.sh': 8},8.126056666666663,0.1036525895899999,0.7454449157561329,0.0,0.9474721899632156,{'01noThrottling.sh': 8},8.133510000000005,0.2066261783,0.8407768840360004,0.0,0.8400425133455098
http-request_dot,12-0-cheap,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",1.9008500000000008,0.0020846571059666,0.15398588453748935,0,{'27CPU2Mem8GB.sh': 12},2.0696866666666667,0.0013831040519999,0.16684738906117325,0.0,0.9229145592504997,{'01noThrottling.sh': 12},1.9336633333333344,0.0024800629488,0.15697472457956277,0.0,0.9809597369890047
hutool_hutool-cron,4-0-cheap,{'29CPU4Mem8GB.sh': 4},1.6128300000000004,0.0006223702882222,0.12959898066516445,0,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.14968460652948262,0.0,0.8658136843192222,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.14968460652948262,0.0,0.8658136843192222
