project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",16.578153333333333,0.0887555386294556,11.63133399492217,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,12.105316425628288,0.0,0.9608451019336722,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,11.657817262908507,0.0,0.9977282824572488
commons-exec_dot,8-0-fast,"{'01noThrottling.sh': 7, '26CPU2Mem4GB.sh': 1}",38.01141499999996,0.3035679074249,26.699060872227438,0,,,,,,,{'01noThrottling.sh': 8},38.01099833333329,0.3180131193738669,26.703102769145463,0.0,0.9998486356827906
delight-nashorn-sandbox_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,4.70007319074038,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,4.70007319074038,0.0,1.0
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,19.191521135151476,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,24.462907893571682,0.0,0.7845151205509214,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,187.0455039158604,0.0,0.10260348809979679
elastic-job-lite_elastic-job-lite-core,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,12.221230371884566,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,12.440412423523092,0.0,0.9823814481243336,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,12.230225485845528,0.0,0.9992645177334324
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,16.00715333675508,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,50.34743248010051,0.0,0.3179338557747072
fastjson_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",10.357826666666664,0.1512917354957417,7.2958661873153865,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,8.010652000958759,0.0,0.910770582274973,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,7.594340982883299,0.0,0.9606977358218919
fluent-logger-java_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 5, '26CPU2Mem4GB.sh': 1}",8.12691,0.0610168769873999,5.70714206309622,0,{'27CPU2Mem8GB.sh': 8},8.126056666666663,0.1036525895899999,5.719335443543664,0.0,0.9978680424381807,{'01noThrottling.sh': 8},8.133510000000005,0.2066261783,5.755444853490003,0.0,0.991607461869
http-request_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},1.9007366666666676,0.0020985067381333,1.3311452186881072,0,{'27CPU2Mem8GB.sh': 12},2.0696866666666667,0.0013831040519999,1.4491955978822664,0.0,0.9185407550459936,{'01noThrottling.sh': 12},1.9336633333333344,0.0024800629488,1.354308352217974,0.0,0.9828967062841102
hutool_hutool-cron,4-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1}",1.6124644370122616,0.0007106760423001,1.128938308721273,0,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,1.306781212274107,0.0,0.8639076672648627,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,1.306781212274107,0.0,0.8639076672648627
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,8-0-fast,"{'27CPU2Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 6}",1061.2560551724137,0.1740905070945258,742.9314657728179,0,{'27CPU2Mem8GB.sh': 8},1061.2632068965518,0.1957439165853103,742.9429680025618,0.0,0.9999845180178839,{'27CPU2Mem8GB.sh': 8},1061.2632068965518,0.1957439165853103,742.9429680025618,0.0,0.9999845180178839
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,12-0-cheap,{'26CPU2Mem4GB.sh': 12},1747.7073,0.490974214146701,1223.542402264244,0,,,,,,,{'28CPU2Mem16GB.sh': 12},1747.8167827586203,0.7561207496235861,1223.6985841559213,0.0,0.9998723689855497
luwak_luwak,12-0-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 11}",3.626358434004486,0.0420388906486182,2.5510625709977255,0,{'27CPU2Mem8GB.sh': 12},3.880286666666685,0.0268609306904,2.7242589458737996,0.0,0.9364244081355042,{'01noThrottling.sh': 12},3.6501166666666816,0.0515177434264,2.570536989694597,0.0,0.9924239881491901
noxy_noxy-discovery-zookeeper,2-0-fast,"{'01noThrottling.sh': 1, '22CPU05Mem2GB.sh': 1}",14.965653333333332,0.0787378017196499,10.499578673849227,0,{'27CPU2Mem8GB.sh': 2},16.89495333333332,0.0497776250721333,11.841400620854962,0.0,0.8866838484762916,{'01noThrottling.sh': 2},14.965653333333332,0.0895141302110666,10.502811572396652,0.0,0.9996921873228762
retrofit_retrofit-adapters.rxjava,8-0-cheap,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 1}",2.562073333333334,0.0124850094965444,1.797196836182297,0,{'27CPU2Mem8GB.sh': 8},2.7386900000000014,0.0074918822970666,1.9193305646891208,0.0,0.9363664963431632,{'19CPU010Mem1GB.sh': 8},47.38367333333334,0.0035687088498933,33.16964194598831,0.0,0.054181978783755254
retrofit_retrofit,12-0-cheap,{'01noThrottling.sh': 12},4.361786666666672,0.0106236970176,3.05643777577195,0,,,,,,,{'19CPU010Mem1GB.sh': 12},121.85677,0.0106582536602399,85.30293647609805,0.0,0.03583039344288419
rxjava2-extras_dot,12-0-fast,"{'28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 7}",12.37079744966448,0.2408858743779512,8.73182397707852,0.0,,,,,,,,,,,,
spring-boot_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",23.765401252796423,0.3510268601304738,16.741088934996636,0,{'27CPU2Mem8GB.sh': 12},27.00909999999996,0.2170069132511998,18.97147207397533,0.0,0.8824348932817772,{'19CPU010Mem1GB.sh': 12},589.9514931034491,0.2743564601363706,413.0483521104553,0.0,0.04053057916696353
wro4j_wro4j-extensions,12-0-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",7.50036333333333,0.1687444018547555,5.300877653889757,0,,,,,,,{'19CPU010Mem1GB.sh': 12},254.4330865785863,0.2001155494367038,178.16319526984142,0.0,0.029752933235515807
