project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-cheap,{'26CPU2Mem4GB.sh': 2},17.253256666666672,0.0569259114099777,0.22888921896254463,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,0.23916353790676695,0.0,0.9570406131547211,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,0.2986016342647386,0.0,0.7665370604087608
commons-exec_dot,6-0-cheap,"{'22CPU05Mem2GB.sh': 5, '26CPU2Mem4GB.sh': 1}",42.6818495945946,0.0491182765885544,0.47544558976861484,0,,,,,,,{'01noThrottling.sh': 6},38.014431666666624,0.3169258381104002,0.6939008963959625,0.0,0.6851779443404985
delight-nashorn-sandbox_dot,12-0-fast,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 11}",7.062597695749439,0.0385185709650474,0.10875936221289131,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,0.13905019610994251,0.0,0.7821589990919451
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,0.4014897459997797,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,0.41421329016584063,0.0,0.9692826269264158,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,2.7045180947531353,0.0,0.1484514918863677
elastic-job-lite_elastic-job-lite-core,12-0-cheap,{'26CPU2Mem4GB.sh': 12},17.748876666666668,0.0393423095443332,0.21643765311555657,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,0.22352333095954124,0.0,0.9683000525557343,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,0.26506310329021604,0.0,0.8165514189976877
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,0.23626801129179148,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,0.7285568509983814,0.0,0.32429591591654167
fastjson_dot,12-0-cheap,{'26CPU2Mem4GB.sh': 12},11.411689342251949,0.0721843108428651,0.18557936115695595,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,0.1984474295279222,0.0,0.9351562859666285,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,0.26933391018157826,0.0,0.6890308057824688
fluent-logger-java_dot,12-0-fast,"{'22CPU05Mem2GB.sh': 4, '23CPU05Mem4GB.sh': 5, '24CPU1Mem4GB.sh': 3}",8.320126666666695,0.0453787513053166,0.1281262304589304,0,{'27CPU2Mem8GB.sh': 12},8.126056666666663,0.1036525895899999,0.1838766303607665,0.0,0.6968054081018689,{'01noThrottling.sh': 12},8.133510000000005,0.2066261783,0.285895016517,0.0,0.4481583205606933
http-request_dot,6-0-cheap,{'29CPU4Mem8GB.sh': 6},1.9060766666666675,0.0019192432807333,0.020960817514592642,0,{'27CPU2Mem8GB.sh': 6},2.07542,0.0012674521259999,0.0220089776047399,0.0,0.9523757936887753,{'01noThrottling.sh': 6},1.9392100000000008,0.0022647763244,0.02163422856115601,0.0,0.9688728884110771
hutool_hutool-cron,2-0-cheap,{'29CPU4Mem8GB.sh': 2},1.6134933333333337,0.0005726075224444,0.016701814780553294,0,{'27CPU2Mem8GB.sh': 2},1.8672266666666668,0.0003475704857333,0.019016361447542637,0.0,0.8782865653151309,{'27CPU2Mem8GB.sh': 2},1.8672266666666668,0.0003475704857333,0.019016361447542637,0.0,0.8782865653151309
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,6-0-cheap,"{'27CPU2Mem8GB.sh': 1, '24CPU1Mem4GB.sh': 5}",1065.3833380528815,0.108405422747544,10.761154749048885,0,{'27CPU2Mem8GB.sh': 6},1062.4768827586206,0.1753286762064827,10.798344217030625,0.0,0.996556002732059,{'27CPU2Mem8GB.sh': 6},1062.4768827586206,0.1753286762064827,10.798344217030625,0.0,0.996556002732059
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,6-0-fast,"{'22CPU05Mem2GB.sh': 3, '24CPU1Mem4GB.sh': 3}",1755.6098060105364,0.196637007891275,17.750768697917728,0,,,,,,,{'28CPU2Mem16GB.sh': 6},1748.3075344827585,0.6255057317017931,18.102326019212363,0.0,0.9805794392984901
luwak_luwak,12-0-cheap,{'26CPU2Mem4GB.sh': 12},3.90690666666668,0.0227104461917333,0.061552408396482766,0,{'27CPU2Mem8GB.sh': 12},3.880286666666685,0.0268609306904,0.06539518805016285,0.0,0.9412375777445215,{'01noThrottling.sh': 12},3.6501166666666816,0.0515177434264,0.08750373265880282,0.0,0.7034260885360144
