project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",16.578153333333333,0.0887555386294556,13.280273774392558,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,13.825048728196625,0.0,0.9605950789386383,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,13.304080397494564,0.0,0.9982105773273522
commons-exec_dot,8-0-fast,"{'01noThrottling.sh': 7, '26CPU2Mem4GB.sh': 1}",38.01141499999996,0.3035679074249,30.469845581484947,0,,,,,,,{'01noThrottling.sh': 8},38.01099833333329,0.3180131193738669,30.472401290541406,0.0,0.9999161303688511
delight-nashorn-sandbox_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,5.36109101604914,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,5.36109101604914,0.0,1.0
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,21.914714090101,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,27.948225952036296,0.0,0.7841182523609984,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,213.76158881747017,0.0,0.1025194199357016
elastic-job-lite_elastic-job-lite-core,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,13.955356914589716,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,14.210976060126509,0.0,0.9820125553336189,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,13.96430699056369,0.0,0.999359074819823
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,18.29278889117005,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,57.53857387562256,0.0,0.31792218087838603
fastjson_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",10.357826666666664,0.1512917354957417,8.31651968043248,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,9.142855562035693,0.0,0.9096194973226476,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,8.655936210811085,0.0,0.9607880046580426
fluent-logger-java_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 5, '26CPU2Mem4GB.sh': 1}",8.12691,0.0610168769873999,6.51373137539748,0,{'27CPU2Mem8GB.sh': 8},8.126056666666663,0.1036525895899999,6.521575851251331,0.0,0.9987971502543598,{'01noThrottling.sh': 8},8.133510000000005,0.2066261783,6.5481332356600035,0.0,0.9947463102804358
http-request_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},1.9007366666666676,0.0020985067381333,1.5210090346809608,0,{'27CPU2Mem8GB.sh': 12},2.0696866666666667,0.0013831040519999,1.6560259541437334,0.0,0.9184693216160464,{'01noThrottling.sh': 12},1.9336633333333344,0.0024800629488,1.5474266792564275,0.0,0.9829280153110964
hutool_hutool-cron,4-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1}",1.6124644370122616,0.0007106760423001,1.2901136848182695,0,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,1.4934096970716269,0.0,0.863871238648046,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,1.4934096970716269,0.0,0.863871238648046
