project,category,confs,runtime,price,score,max_failure_rate,github_caliber_confs,github_caliber_runtime,github_caliber_price,github_caliber_score,github_caliber_max_failure_rate,github_caliber_score_rate,smart_baseline_confs,smart_baseline_runtime,smart_baseline_price,smart_baseline_score,smart_baseline_max_failure_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",16.578153333333333,0.0887555386294556,6.684514656511007,0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,6.946119517923279,0.0,0.9623379844332876,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,6.719027859150349,0.0,0.9948633636646796
commons-exec_dot,12-0-fast,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 11}",38.12403500000001,0.1354575983814242,15.33088855902886,0,,,,,,,{'01noThrottling.sh': 12},38.00943333333329,0.3201876819008001,15.395885942473797,0.0,0.9957782628627027
delight-nashorn-sandbox_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,2.717019714814103,0,,,,,,,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,2.717019714814103,0.0,1.0
elastic-job-lite_dot,12-0-cheap,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,11.021942270302915,0,{'27CPU2Mem8GB.sh': 12},34.918862068965524,0.0656814843193792,14.006953718177837,0.0,0.7868907467009721,{'19CPU010Mem1GB.sh': 12},267.19375862068966,0.0329096045921603,106.89724921103117,0.0,0.10310781944017991
elastic-job-lite_elastic-job-lite-core,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,7.018850743769125,0,{'27CPU2Mem8GB.sh': 12},17.752103333333334,0.0464669672991999,7.128721513712854,0.0,0.9845875912346441,{'01noThrottling.sh': 12},17.432470000000013,0.0916549528183999,7.027980971691045,0.0,0.9987008746952081
esper_examples.rfidassetzone,2-0-cheap,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.86405999999999,0.0077044558502945,9.150246673510173,0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,28.77400829353437,0.0,0.3180038936586485
fastjson_dot,12-0-fast,"{'29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 7}",10.378903333333328,0.1473104396725918,4.2399475971368865,0,{'27CPU2Mem8GB.sh': 12},11.407262684189558,0.0852270734202289,4.614041317727961,0.0,0.9189227631851192,{'01noThrottling.sh': 12},10.779126666666656,0.1631743873887997,4.409555299099942,0.0,0.9615363249900335
fluent-logger-java_dot,8-0-fast,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 5, '26CPU2Mem4GB.sh': 1}",8.12691,0.0610168769873999,3.2873741261924403,0,{'27CPU2Mem8GB.sh': 8},8.126056666666663,0.1036525895899999,3.3126142204206652,0.0,0.9923806116412132,{'01noThrottling.sh': 8},8.133510000000005,0.2066261783,3.377379706980002,0.0,0.9733504703064485
http-request_dot,12-0-cheap,{'29CPU4Mem8GB.sh': 12},1.9007366666666676,0.0020985067381333,0.7615537707095471,0,{'27CPU2Mem8GB.sh': 12},2.0696866666666667,0.0013831040519999,0.8287045290978667,0.0,0.9189689979594773,{'01noThrottling.sh': 12},1.9336633333333344,0.0024800629488,0.7749533711026138,0.0,0.9827091527145672
hutool_hutool-cron,4-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1}",1.6124644370122616,0.0007106760423001,0.6454121804302848,0,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.7468957578815467,0.0,0.8641261830980212,{'27CPU2Mem8GB.sh': 4},1.866666666666667,0.0003818186914666,0.7468957578815467,0.0,0.8641261830980212
