test,conf,round_num,avg_runtime,failrate,avg_price
"('org.apache.http.TestHttpExceptions', 'testConstructor')",01noThrottling.sh,10,0.0001,0.0,1.942e-06
"('org.apache.http.TestHttpExceptions', 'testConstructor')",19CPU010Mem1GB.sh,10,0.0097,0.0,6.865174999999999e-06
"('org.apache.http.TestHttpExceptions', 'testConstructor')",20CPU010Mem2GB.sh,10,0.0002,0.0,2.1563333333333335e-07
"('org.apache.http.TestHttpExceptions', 'testConstructor')",21CPU025Mem2GB.sh,10,0.0001,0.0,1.5841666666666667e-07
"('org.apache.http.TestHttpExceptions', 'testConstructor')",22CPU05Mem2GB.sh,10,0.0001,0.0,2.4275e-07
"('org.apache.http.TestHttpExceptions', 'testConstructor')",23CPU05Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpExceptions', 'testConstructor')",24CPU1Mem4GB.sh,10,0.00030000000000000003,0.0,1.4565000000000004e-06
"('org.apache.http.TestHttpExceptions', 'testConstructor')",25CPU1Mem8GB.sh,10,0.0001,0.0,6.336666666666667e-07
"('org.apache.http.TestHttpExceptions', 'testConstructor')",26CPU2Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpExceptions', 'testConstructor')",27CPU2Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpExceptions', 'testConstructor')",28CPU2Mem16GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpExceptions', 'testConstructor')",29CPU4Mem8GB.sh,10,0.00030000000000000003,0.0,4.937000000000001e-06
"('org.apache.http.TestHttpHost', 'testCloning')",01noThrottling.sh,10,0.0002,0.0,3.884e-06
"('org.apache.http.TestHttpHost', 'testCloning')",19CPU010Mem1GB.sh,10,0.0001,0.0,7.077500000000001e-08
"('org.apache.http.TestHttpHost', 'testCloning')",20CPU010Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",21CPU025Mem2GB.sh,10,0.0002,0.0,3.1683333333333333e-07
"('org.apache.http.TestHttpHost', 'testCloning')",22CPU05Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",23CPU05Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",24CPU1Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",25CPU1Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",26CPU2Mem4GB.sh,10,0.0001,0.0,8.228333333333334e-07
"('org.apache.http.TestHttpHost', 'testCloning')",27CPU2Mem8GB.sh,10,0.0001,0.0,9.71e-07
"('org.apache.http.TestHttpHost', 'testCloning')",28CPU2Mem16GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testCloning')",29CPU4Mem8GB.sh,10,0.0001,0.0,1.6456666666666668e-06
"('org.apache.http.TestHttpHost', 'testConstructor')",01noThrottling.sh,10,0.0002,0.0,3.884e-06
"('org.apache.http.TestHttpHost', 'testConstructor')",19CPU010Mem1GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testConstructor')",20CPU010Mem2GB.sh,10,0.0001,0.0,1.0781666666666668e-07
"('org.apache.http.TestHttpHost', 'testConstructor')",21CPU025Mem2GB.sh,10,0.0001,0.0,1.5841666666666667e-07
"('org.apache.http.TestHttpHost', 'testConstructor')",22CPU05Mem2GB.sh,10,0.0002,0.0,4.855e-07
"('org.apache.http.TestHttpHost', 'testConstructor')",23CPU05Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testConstructor')",24CPU1Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testConstructor')",25CPU1Mem8GB.sh,10,0.00030000000000000003,0.0,1.9010000000000003e-06
"('org.apache.http.TestHttpHost', 'testConstructor')",26CPU2Mem4GB.sh,10,0.0001,0.0,8.228333333333334e-07
"('org.apache.http.TestHttpHost', 'testConstructor')",27CPU2Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testConstructor')",28CPU2Mem16GB.sh,10,0.0002,0.0,2.5346666666666667e-06
"('org.apache.http.TestHttpHost', 'testConstructor')",29CPU4Mem8GB.sh,10,0.0001,0.0,1.6456666666666668e-06
"('org.apache.http.TestHttpHost', 'testEquals')",01noThrottling.sh,10,0.0001,0.0,1.942e-06
"('org.apache.http.TestHttpHost', 'testEquals')",19CPU010Mem1GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",20CPU010Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",21CPU025Mem2GB.sh,10,0.0001,0.0,1.5841666666666667e-07
"('org.apache.http.TestHttpHost', 'testEquals')",22CPU05Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",23CPU05Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",24CPU1Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",25CPU1Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",26CPU2Mem4GB.sh,10,0.0001,0.0,8.228333333333334e-07
"('org.apache.http.TestHttpHost', 'testEquals')",27CPU2Mem8GB.sh,10,0.0001,0.0,9.71e-07
"('org.apache.http.TestHttpHost', 'testEquals')",28CPU2Mem16GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testEquals')",29CPU4Mem8GB.sh,10,0.0001,0.0,1.6456666666666668e-06
"('org.apache.http.TestHttpHost', 'testHashCode')",01noThrottling.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",19CPU010Mem1GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",20CPU010Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",21CPU025Mem2GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",22CPU05Mem2GB.sh,10,0.0002,0.0,4.855e-07
"('org.apache.http.TestHttpHost', 'testHashCode')",23CPU05Mem4GB.sh,10,0.0002,0.0,6.336666666666667e-07
"('org.apache.http.TestHttpHost', 'testHashCode')",24CPU1Mem4GB.sh,10,0.0001,0.0,4.855e-07
"('org.apache.http.TestHttpHost', 'testHashCode')",25CPU1Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",26CPU2Mem4GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",27CPU2Mem8GB.sh,10,0.0,0.0,0.0
"('org.apache.http.TestHttpHost', 'testHashCode')",28CPU2Mem16GB.sh,10,0.0,0.0,0.0
