table_category,non_nan_project_num,cheapest_non_nan_github_baseline_num,cheapest_avg_ga_vs_github_baseline_runtime_rate,cheapest_avg_ga_vs_github_baseline_price_rate,cheapest_ga_vs_github_baseline_better_num,cheapest_non_nan_smart_baseline_num,cheapest_avg_ga_vs_smart_baseline_runtime_rate,cheapest_avg_ga_vs_smart_baseline_price_rate,cheapest_ga_vs_smart_baseline_better_num,fastest_non_nan_github_baseline_num,fastest_avg_ga_vs_github_baseline_runtime_rate,fastest_avg_ga_vs_github_baseline_price_rate,fastest_ga_vs_github_baseline_better_num,fastest_non_nan_smart_baseline_num,fastest_avg_ga_vs_smart_baseline_runtime_rate,fastest_avg_ga_vs_smart_baseline_price_rate,fastest_ga_vs_smart_baseline_better_num
failrate_0,19,12.0,1.2093921112400736,0.41926070885825784,12.0,8.0,0.42105263157894735,0.42105263157894735,0.0,12.0,0.5824920632386505,0.940760814309941,12.0,12.0,0.6306680743143259,0.5741616311029236,2.0
failrate_0.2,29,29.0,1.9836264616528427,0.570852182196538,29.0,26.0,0.9555863837849512,0.8918822862342025,4.0,29.0,0.9221910939174556,1.408854602078871,29.0,28.0,0.9648822315735184,0.8424334712504205,2.0
failrate_0.4,30,29.0,1.9875022336078445,0.5508928420413888,29.0,27.0,0.9570668376587862,0.8954862100263958,4.0,29.0,0.8912462117843031,1.411814287405654,29.0,29.0,0.9660820847217783,0.873998424838989,2.0
failrate_0.6,31,31.0,2.306894502965905,0.5494939463858555,31.0,29.0,1.227603222240026,0.9186259111002232,5.0,31.0,0.9113837549272528,1.4417721674623387,31.0,30.0,0.9671699518330187,0.8913038312597356,2.0
failrate_0.8,31,31.0,2.2988326731450743,0.5491614344466281,31.0,30.0,1.259861286756155,0.9508839756163523,5.0,31.0,0.9084897703877994,1.4120395298605097,31.0,31.0,0.9993988874347034,0.9053189701859995,3.0
failrate_1,32,32.0,2.334693130155198,0.558119335478164,32.0,32.0,1.282990621545025,0.9836688513783413,5.0,32.0,0.9063089941250998,1.4281776503755395,32.0,32.0,0.9994576775462284,0.9127373005651586,2.0
