project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_conf,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_conf,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_conf,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_conf,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,1-0.4,{'22CPU05Mem2GB.sh': 1},681.7275862068988,1.6548937155172467,0.1999999999999999,27CPU2Mem8GB.sh,275.1033333333329,2.6712533666666625,0.1899999999999999,2.478078247713828,0.619519561928457,23CPU05Mem4GB.sh,681.482758620687,2.159164540229877,0.1827586206896552,1.000359257197801,0.766450951135506,12-0.4,"{'29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 8}",44.149530190799766,9.765281119471068,0.3,27CPU2Mem8GB.sh,205.8952066666664,5.689933566064194,0.1899999999999999,0.21442718801256772,1.7162381609713324,23CPU05Mem4GB.sh,582.651754695142,5.915526414029423,0.1827586206896552,0.07577344414572287,1.6507881862062963
assertj-core_dot,1-0.4,{'26CPU2Mem4GB.sh': 1},8.967748275862117,0.0737896220632187,0.0999999999999999,27CPU2Mem8GB.sh,8.86630344827581,0.0860918064827581,0.0758620689655172,1.0114416146681777,0.8571038880221057,27CPU2Mem8GB.sh,8.86630344827581,0.0860918064827581,0.0758620689655172,1.0114416146681777,0.8571038880221057,6-0.4,"{'29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}",5.0789595238094725,0.5301930887181623,0.125,27CPU2Mem8GB.sh,8.78724827586201,0.3431956227282542,0.0758620689655172,0.5779920362283422,1.5448713608389306,27CPU2Mem8GB.sh,8.78724827586201,0.3431956227282542,0.0758620689655172,0.5779920362283422,1.5448713608389306
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0.4,{'19CPU010Mem1GB.sh': 1},140.3766666666667,0.0993515858333333,0.01,27CPU2Mem8GB.sh,27.276476666666632,0.264854588433333,0.0,5.146436923732704,0.375117480203071,22CPU05Mem2GB.sh,42.47574333333337,0.1031098669416667,0.0,3.304866628584799,0.9635507132362066,2-0.4,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 1}",16.578153333333333,0.4111986122888885,0.0,27CPU2Mem8GB.sh,27.276476666666632,0.3060158933999994,0.0,0.6077820656944581,1.343716523087259,22CPU05Mem2GB.sh,42.47574333333337,0.1464317116416668,0.0,0.39029695615293497,2.808125423645481
commons-exec_dot,1-0.4,{'19CPU010Mem1GB.sh': 1},106.04666666666664,0.0750545283333333,0.03,27CPU2Mem8GB.sh,55.0216866666667,0.5342605775333337,0.0016666666666667,1.9273612477407376,0.14048299928820873,26CPU2Mem4GB.sh,55.01599333333338,0.4526899318111115,0.0,1.9275607008337798,0.16579676961901244,6-0.4,"{'22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 1}",38.00900666666662,1.8014275654367435,0.01,27CPU2Mem8GB.sh,49.01578166666664,1.8991534451026155,0.0016666666666667,0.7754442625264667,0.9485423992895995,26CPU2Mem4GB.sh,54.99862666666672,1.6091895873111126,0.0,0.6910901047953425,1.1194626038109359
db-scheduler_dot,1-0.4,{'22CPU05Mem2GB.sh': 1},21.49789666666665,0.0521861441583333,0.0333333333333333,27CPU2Mem8GB.sh,13.256210000000005,0.1287177991,0.0133333333333333,1.6217226995247243,0.40543067488118123,24CPU1Mem4GB.sh,15.728516666666664,0.0763619484166666,0.0033333333333332,1.3668101781159692,0.683405089057985,2-0.4,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 1}",12.001565682326616,0.2248004874450702,0.0333333333333333,27CPU2Mem8GB.sh,12.913272592592593,0.1486421716191145,0.0133333333333333,0.9293976872455277,1.5123600859459065,24CPU1Mem4GB.sh,15.728516666666664,0.0951004382107023,0.0033333333333332,0.7630449798080101,2.3638217833130013
delight-nashorn-sandbox_dot,1-0.4,{'26CPU2Mem4GB.sh': 1},17.463886666666667,0.1436986807888889,0.0066666666666667,27CPU2Mem8GB.sh,18.14662666666668,0.1762037449333334,0.0033333333333332,0.9623764784198635,0.8155256906898161,29CPU4Mem8GB.sh,16.57118333333332,0.2727064403888887,0.0,1.053870825961937,0.5269354129809684,4-0.4,"{'27CPU2Mem8GB.sh': 2, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",5.988706666666658,0.3261348129674195,0.0033333333333332,27CPU2Mem8GB.sh,14.609283333333336,0.2397933888935341,0.0033333333333332,0.40992473963472936,1.3600659070389138,29CPU4Mem8GB.sh,16.310519999999986,0.3650347584888883,0.0,0.367168346972792,0.8934349548451208
elastic-job-lite_dot,1-0.4,{'22CPU05Mem2GB.sh': 1},84.17931034482753,0.2043452758620688,0.0,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,1.7942330972798097,0.4485582743199524,19CPU010Mem1GB.sh,384.7137931034485,0.2722811870689656,0.0,0.21881022166052658,0.7504935543354693,4-0.4,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 2}",27.07895172413797,1.6321746001609223,0.0,27CPU2Mem8GB.sh,44.94640344827594,1.17244101486207,0.0,0.60247204774238,1.3921166007254846,19CPU010Mem1GB.sh,377.7442034482758,0.7692445646715516,0.0,0.07168594905479699,2.1217889278916395
elastic-job-lite_elastic-job-lite-core,1-0.4,{'22CPU05Mem2GB.sh': 1},42.11553333333326,0.1022354571666664,0.0,27CPU2Mem8GB.sh,23.09954666666668,0.2242965981333334,0.0,1.8232190415280836,0.4558047603820206,20CPU010Mem2GB.sh,173.21999999999943,0.1867600299999993,0.0,0.24313320247854403,0.5474161530530209,2-0.4,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",17.149936666666676,0.4600567251666669,0.0,27CPU2Mem8GB.sh,22.091563333333266,0.2965952513999992,0.0,0.7763115904427494,1.551126402041473,20CPU010Mem2GB.sh,169.17943666666554,0.2707568970677763,0.0,0.10137128367708907,1.6991505300472727
esper_examples.rfidassetzone,1-0.4,{'22CPU05Mem2GB.sh': 1},18.97219000000001,0.046054991225,0.0066666666666667,27CPU2Mem8GB.sh,8.740509999999995,0.0848703520999999,0.0633333333333333,2.170604461295739,0.5426511153239348,19CPU010Mem1GB.sh,85.64666666666666,0.0606164283333333,0.0,0.2215169689421656,0.759777381995206,2-0.4,"{'01noThrottling.sh': 1, '25CPU1Mem8GB.sh': 1}",6.881783333333331,0.1720159935013467,0.0899999999999999,27CPU2Mem8GB.sh,8.740509999999995,0.1013389362069987,0.0633333333333333,0.7873434540242314,1.6974323980466934,19CPU010Mem1GB.sh,71.92085666666665,0.0899527271716666,0.0,0.0956855028191405,1.912293255690512
fastjson_dot,1-0.4,{'22CPU05Mem2GB.sh': 1},104.46666666666655,0.253592833333333,0.01,27CPU2Mem8GB.sh,35.98251333333387,0.3493902044666718,0.0,2.9032620845273085,0.725815521131827,26CPU2Mem4GB.sh,35.9527833333336,0.2958314855277799,0.0,2.9056628439058945,0.8572205655557901,10-0.4,"{'26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 3, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 1}",9.661486666666656,1.19283270531741,0.0,27CPU2Mem8GB.sh,31.747889100955543,0.9558368971382094,0.0,0.30431902530413796,1.2479458670080321,26CPU2Mem4GB.sh,32.30450820512839,0.8110119126767753,0.0,0.2990754914242242,1.4707955415604448
