project,ga_confs,ga_runtime,ga_price,ga_max_failure_rate,bf_confs,bf_runtime,bf_price,bf_max_failure_rate,runtime_rate,price_rate
activiti_dot,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 11}",49.66155680331772,1.335222138114005,0.1899999999999999,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 5}",69.13796161937117,1.2791420422469173,0.1899999999999999,0.7182965138128036,1.0438419612638004
assertj-core_dot,{'29CPU4Mem8GB.sh': 12},5.164317857142805,0.0068567230630951,0.125,{'29CPU4Mem8GB.sh': 6},5.267176190476145,0.0064104905548809,0.125,0.9804718259625863,1.0696097286773851
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.1135047508422667,0.0,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.1135047508422667,0.0,1.0,1.0
commons-exec_dot,{'01noThrottling.sh': 12},38.00943333333329,0.3201876819008001,0.0,{'01noThrottling.sh': 6},38.014431666666624,0.3169258381104002,0.0,0.999868514847804,1.0102921358821606
db-scheduler_dot,{'29CPU4Mem8GB.sh': 6},12.001565682326616,0.0549460149864796,0.0066666666666667,{'29CPU4Mem8GB.sh': 6},12.001565682326616,0.0549460149864796,0.0066666666666667,1.0,1.0
delight-nashorn-sandbox_dot,{'29CPU4Mem8GB.sh': 12},6.683126666666658,0.0729484135790666,0.0,{'29CPU4Mem8GB.sh': 6},7.573153333333325,0.0727637569428666,0.0,0.8824760799772527,1.0025377556624102
elastic-job-lite_dot,{'01noThrottling.sh': 12},27.361100000000043,0.1291704505048276,0.0,{'01noThrottling.sh': 6},27.805655172413843,0.1271834590524138,0.0,0.9840120590700971,1.0156230335864267
elastic-job-lite_elastic-job-lite-core,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",17.42361000000001,0.0823445729485333,0.0,{'01noThrottling.sh': 6},17.877443333333346,0.0908244903091999,0.0,0.9746141925961448,0.906634022037472
esper_examples.rfidassetzone,{'01noThrottling.sh': 2},6.881783333333331,0.0372459968464981,0.0899999999999999,{'01noThrottling.sh': 2},6.881783333333331,0.0372459968464981,0.0899999999999999,1.0,1.0
fastjson_dot,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",10.357826666666664,0.1512917354957417,0.0,"{'29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}",12.026387826086925,0.1424771332847663,0.0,0.8612583276417448,1.0618667852711343
fluent-logger-java_dot,{'29CPU4Mem8GB.sh': 6},8.125366666666668,0.17455232515,0.0,{'29CPU4Mem8GB.sh': 6},8.125366666666668,0.17455232515,0.0,1.0,1.0
handlebars.java_dot,{'29CPU4Mem8GB.sh': 8},5.226006896551727,0.0148287142126654,0.0241379310344828,{'29CPU4Mem8GB.sh': 6},5.230127586206899,0.0146897606378323,0.0241379310344828,0.9992121244487343,1.0094592130027793
hbase_dot,,,,,,,,,,
http-request_dot,{'29CPU4Mem8GB.sh': 12},1.900736666666668,0.0020985067381333,0.0,{'29CPU4Mem8GB.sh': 6},1.9060766666666675,0.0019192432807333,0.0,0.9971984337810829,1.0934031965616717
