project,category,ga_confs,ga_runtime,ga_price,ga_max_failure_rate,bf_confs,bf_runtime,bf_price,bf_max_failure_rate,runtime_rate,price_rate,is_the_same
activiti_dot,1-0-cheap,,,,,,,,,,,False
activiti_dot,1-0-fast,,,,,,,,,,,False
activiti_dot,1-0.2-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0,True
activiti_dot,1-0.2-fast,{'27CPU2Mem8GB.sh': 1},275.10333333333307,0.7187396778926716,0.1899999999999999,{'27CPU2Mem8GB.sh': 1},275.10333333333307,0.7187396778926716,0.1899999999999999,1.0,1.0,True
activiti_dot,1-0.4-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0,True
activiti_dot,1-0.4-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0,True
activiti_dot,1-0.6-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0,True
activiti_dot,1-0.6-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0,True
activiti_dot,1-0.8-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0,True
activiti_dot,1-0.8-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0,True
activiti_dot,1-1-cheap,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,{'22CPU05Mem2GB.sh': 1},681.7275862068964,0.4037778982444076,0.1999999999999999,1.0,1.0,True
activiti_dot,1-1-fast,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,{'01noThrottling.sh': 1},260.31000000000006,1.3744586111828505,0.3,1.0,1.0,True
activiti_dot,2-0-cheap,,,,,,,,,,,False
activiti_dot,2-0-fast,,,,,,,,,,,False
activiti_dot,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.467280203358,0.3133072240349372,0.1629629629629629,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",978.467280203358,0.3133072240349372,0.1629629629629629,1.0,1.0,True
