project,cheapest_category,cheapest_confs,cheapest_price,cheapest_runtime,cheapest_baseline_confs,cheapest_baseline_price,cheapest_baseline_runtime,cheapest_price_saving,cheapest_runtime_rate,fastest_category,fastest_confs,fastest_price,fastest_runtime,fastest_baseline_confs,fastest_baseline_price,fastest_baseline_runtime,fastest_price_rate,fastest_runtime_saving
activiti_dot,6-0-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.3100788368432042,807.771545598023,{'27CPU2Mem8GB.sh': 6},0.7201118052560342,74.14974973613327,0.5694018143016607,10.893786539705538,6-0-fast,{'01noThrottling.sh': 6},1.3768281105970914,68.32703260689725,{'27CPU2Mem8GB.sh': 6},0.7201118052560342,74.14974973613327,1.9119643651829359,0.07852645693284932
assertj-core_dot,4-0-cheap,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0056057483410755,22.97479498866491,{'27CPU2Mem8GB.sh': 4},0.0102602521129964,6.351943283582065,0.4536441912597019,3.616971053259891,6-0-fast,{'29CPU4Mem8GB.sh': 6},0.0064104905548809,5.267176190476145,{'27CPU2Mem8GB.sh': 6},0.0103630936394946,6.187226042202754,0.6185885004888882,0.14870150944074056
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0-cheap,{'19CPU010Mem1GB.sh': 1},0.0077304469832931,140.3766666666667,{'27CPU2Mem8GB.sh': 1},0.0671491463449666,27.276476666666632,0.884876466730056,5.146436923732704,2-0-fast,"{'29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0887555386294556,16.578153333333333,{'27CPU2Mem8GB.sh': 2},0.0671903076499333,17.264513333333298,1.3209574674353153,0.039755537080491066
commons-exec_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1}",0.0155858078378852,81.05755120274912,{'27CPU2Mem8GB.sh': 4},0.1578407161740554,40.12984169727322,0.9012561003543706,2.0198821568801977,6-0-fast,{'01noThrottling.sh': 6},0.3169258381104002,38.014431666666624,{'27CPU2Mem8GB.sh': 6},0.1583866733210831,38.1321083639399,2.000962779664706,0.0030860265094745376
db-scheduler_dot,1-0-cheap,{'19CPU010Mem1GB.sh': 1},0.0057865991023882,76.96666666666668,{'27CPU2Mem8GB.sh': 1},0.0322598140425191,13.256210000000005,0.8206251562776727,5.806083840454146,6-0-fast,"{'29CPU4Mem8GB.sh': 5, '26CPU2Mem4GB.sh': 1}",0.0549332022123176,12.001565682326616,{'27CPU2Mem8GB.sh': 6},0.0323594359051146,12.251764562744569,1.6975945555229868,0.02042145677356244
delight-nashorn-sandbox_dot,2-0-cheap,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0378037751224774,17.054133333333326,{'27CPU2Mem8GB.sh': 2},0.0465428839759734,11.897280000000002,0.18776466146806337,1.4334480934577754,6-0-fast,{'29CPU4Mem8GB.sh': 6},0.0727637569428666,7.573153333333325,{'27CPU2Mem8GB.sh': 6},0.0466276701679204,8.160787324414718,1.5605274010222303,0.07200702183763108
elastic-job-lite_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0181735257739709,247.9500103448277,{'27CPU2Mem8GB.sh': 4},0.063769802019793,35.85580000000001,0.7150136083481933,6.915199503143916,6-0-fast,{'01noThrottling.sh': 6},0.1271834590524138,27.805655172413843,{'27CPU2Mem8GB.sh': 6},0.0642477225946896,35.363606896551744,1.9795792584704965,0.21372117799654833
elastic-job-lite_elastic-job-lite-core,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0117562441519408,93.94679793756968,{'27CPU2Mem8GB.sh': 4},0.0458885780730666,18.701600000000003,0.7438089248871083,5.0234631228114,6-0-fast,{'01noThrottling.sh': 6},0.0908244903091999,17.877443333333346,{'27CPU2Mem8GB.sh': 6},0.0460331753795999,18.201410000000003,1.9730224899812092,0.017798987367827923
esper_examples.rfidassetzone,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0067910030445495,55.175896666666645,{'27CPU2Mem8GB.sh': 2},0.0195399970282139,7.1894066666666605,0.6524562908201093,7.674610607644028,2-0-fast,{'01noThrottling.sh': 2},0.0372459968464981,6.881783333333331,{'27CPU2Mem8GB.sh': 2},0.0195399970282139,7.1894066666666605,1.9061413772334979,0.04278841740301187
fastjson_dot,6-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",0.046446712638084,208.14717482526547,{'27CPU2Mem8GB.sh': 6},0.0848227756251145,13.383578413204235,0.45242639968112575,15.55243062796326,6-0-fast,"{'29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}",0.1424771332847663,12.026387826086925,{'27CPU2Mem8GB.sh': 6},0.0848227756251145,13.383578413204235,1.6797037379967719,0.10140715324522676
