project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_confs,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_confs,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_confs,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_confs,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assertj-core_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",129.95537710437708,0.0128839940197431,0.0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,0.0,7.5273119256403795,0.19175375839726325,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,0.0,7.83023781393729,0.09616692046131886,2-0-fast,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.1135047508422667,0.0,{'27CPU2Mem8GB.sh': 2},17.264513333333298,0.0671903076499333,0.0,0.9602444629195089,1.6893024427516425,{'01noThrottling.sh': 2},16.59660666666667,0.1339753208061333,0.0,0.9988881261269872,0.8472064120414521
commons-exec_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",81.0577412027491,0.0241202595882342,0.0,,,,,,,{'01noThrottling.sh': 4},40.01245166666661,0.3158385568469335,0.0,2.025812911391189,0.07636895200203098,6-0-fast,{'01noThrottling.sh': 6},38.014431666666624,0.3169258381104002,0.0,,,,,,,{'01noThrottling.sh': 6},38.014431666666624,0.3169258381104002,0.0,1.0,1.0
db-scheduler_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delight-nashorn-sandbox_dot,4-0-cheap,"{'27CPU2Mem8GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2}",11.27930769574944,0.0379508428570151,0.0,,,,,,,{'29CPU4Mem8GB.sh': 4},8.398789999999991,0.0727022047308,0.0,1.3429681770528197,0.5220040162129689,6-0-fast,{'29CPU4Mem8GB.sh': 6},7.573153333333325,0.0727637569428666,0.0,,,,,,,{'29CPU4Mem8GB.sh': 6},7.573153333333325,0.0727637569428666,0.0,1.0,1.0
elastic-job-lite_dot,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",247.9500103448277,0.0181735257739709,0.0,{'27CPU2Mem8GB.sh': 4},35.85580000000001,0.063769802019793,0.0,6.915199503143916,0.28498639165180667,{'19CPU010Mem1GB.sh': 4},283.5779379310344,0.0315843689185534,0.0,0.8743628370875898,0.5753961974302847,6-0-fast,{'01noThrottling.sh': 6},27.805655172413843,0.1271834590524138,0.0,{'27CPU2Mem8GB.sh': 6},35.363606896551744,0.0642477225946896,0.0,0.7862788220034517,1.9795792584704965,{'19CPU010Mem1GB.sh': 6},273.8095551724138,0.0319156778369551,0.0,0.10155107682383485,3.984983797058771
elastic-job-lite_elastic-job-lite-core,4-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",93.94679793756968,0.0117562441519408,0.0,{'27CPU2Mem8GB.sh': 4},18.701600000000003,0.0458885780730666,0.0,5.0234631228114,0.2561910751128917,{'01noThrottling.sh': 4},18.35495333333334,0.0905476694727999,0.0,5.118334883857126,0.12983486179588885,6-0-fast,{'01noThrottling.sh': 6},17.877443333333346,0.0908244903091999,0.0,{'27CPU2Mem8GB.sh': 6},18.201410000000003,0.0460331753795999,0.0,0.9822010126321721,1.9730224899812092,{'01noThrottling.sh': 6},17.877443333333346,0.0908244903091999,0.0,1.0,1.0
esper_examples.rfidassetzone,2-0-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",55.175896666666645,0.0067910030445495,0.0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,0.0,0.7671751870586264,0.7191793462352606,2-0-fast,"{'21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1}",22.86405999999999,0.0090009386798765,0.0,,,,,,,{'19CPU010Mem1GB.sh': 2},71.92085666666665,0.0094427114461766,0.0,0.3179058351038365,0.9532154753623255
fastjson_dot,6-0-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",208.14717482526547,0.046446712638084,0.0,{'27CPU2Mem8GB.sh': 6},13.383578413204235,0.0848227756251145,0.0,15.55243062796326,0.5475736003188743,{'01noThrottling.sh': 6},12.53055666666666,0.1624771449143997,0.0,16.611167433524415,0.28586613004896305,6-0-fast,"{'29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}",12.026387826086925,0.1424771332847663,0.0,{'27CPU2Mem8GB.sh': 6},13.383578413204235,0.0848227756251145,0.0,0.8985928467547732,1.6797037379967719,{'01noThrottling.sh': 6},12.53055666666666,0.1624771449143997,0.0,0.959764848921604,0.8769056925503564
