project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_conf,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_conf,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_conf,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_conf,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,1-0.8,{'22CPU05Mem2GB.sh': 1},681.7275862068964,1.654893715517241,0.1999999999999999,27CPU2Mem8GB.sh,275.1033333333329,2.6712533666666625,0.1899999999999999,2.4780782477138197,0.6195195619284549,23CPU05Mem4GB.sh,681.482758620687,2.159164540229877,0.1827586206896552,1.0003592571977975,0.7664509511355033,6-0.8,{'01noThrottling.sh': 6},63.720569278234045,7.424719614240947,0.3,27CPU2Mem8GB.sh,69.40237293915226,4.043380730029185,0.1899999999999999,0.9181324294790372,1.8362652715583763,23CPU05Mem4GB.sh,203.39962752241232,3.866601755593308,0.1827586206896552,0.3132777087864272,1.9202183425020625
assertj-core_dot,1-0.8,{'26CPU2Mem4GB.sh': 1},8.967748275862128,0.0737896220632188,0.0999999999999999,27CPU2Mem8GB.sh,8.86630344827581,0.0860918064827581,0.0758620689655172,1.011441614668179,0.8571038880221069,27CPU2Mem8GB.sh,8.86630344827581,0.0860918064827581,0.0758620689655172,1.011441614668179,0.8571038880221069,6-0.8,{'29CPU4Mem8GB.sh': 6},5.0789595238094725,0.4959350504285671,0.125,27CPU2Mem8GB.sh,5.959612249099324,0.3431956227282544,0.0758620689655172,0.8522298618634216,1.445050628810768,27CPU2Mem8GB.sh,5.959612249099324,0.3431956227282544,0.0758620689655172,0.8522298618634216,1.445050628810768
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0.8,{'19CPU010Mem1GB.sh': 1},140.3766666666667,0.0993515858333333,0.01,27CPU2Mem8GB.sh,27.276476666666632,0.264854588433333,0.0,5.146436923732704,0.375117480203071,22CPU05Mem2GB.sh,42.47574333333337,0.1031098669416667,0.0,3.304866628584799,0.9635507132362066,2-0.8,{'29CPU4Mem8GB.sh': 2},16.578153333333333,0.4972891989999997,0.0,27CPU2Mem8GB.sh,17.264513333333298,0.3060158933999994,0.0,0.9602444629195089,1.6250436978120715,22CPU05Mem2GB.sh,32.45061666666669,0.1464317116416668,0.0,0.510873291057129,3.396048529548822
commons-exec_dot,1-0.8,{'19CPU010Mem1GB.sh': 1},106.04666666666668,0.0750545283333333,0.03,27CPU2Mem8GB.sh,55.0216866666667,0.5342605775333337,0.0016666666666667,1.9273612477407382,0.14048299928820873,26CPU2Mem4GB.sh,55.01599333333338,0.4526899318111115,0.0,1.9275607008337805,0.16579676961901244,4-0.8,{'01noThrottling.sh': 4},38.00900666666662,2.6973358507999965,0.0,27CPU2Mem8GB.sh,38.126145030606565,1.353196298074903,0.0016666666666667,0.9969276105977694,1.9933071459309384,26CPU2Mem4GB.sh,38.12358333333335,1.146589725111112,0.0,0.9969945987063984,2.3524856291020813
db-scheduler_dot,1-0.8,{'22CPU05Mem2GB.sh': 1},21.497896666666666,0.0521861441583333,0.0333333333333333,27CPU2Mem8GB.sh,13.256210000000005,0.1287177991,0.0133333333333333,1.6217226995247251,0.40543067488118123,24CPU1Mem4GB.sh,15.728516666666664,0.0763619484166666,0.0033333333333332,1.36681017811597,0.683405089057985,2-0.8,{'29CPU4Mem8GB.sh': 2},12.001565682326616,0.2430024839799401,0.0066666666666667,27CPU2Mem8GB.sh,12.251764562744569,0.1486421716191146,0.0133333333333333,0.9795785432264376,1.6348152165229215,24CPU1Mem4GB.sh,14.07092146042363,0.0951004382107023,0.0033333333333332,0.8529338832629151,2.555219392801845
delight-nashorn-sandbox_dot,1-0.8,{'26CPU2Mem4GB.sh': 1},17.46388666666666,0.1436986807888888,0.0066666666666667,27CPU2Mem8GB.sh,18.14662666666668,0.1762037449333334,0.0033333333333332,0.9623764784198632,0.8155256906898155,29CPU4Mem8GB.sh,16.57118333333332,0.2727064403888887,0.0,1.0538708259619365,0.526935412980968,4-0.8,{'29CPU4Mem8GB.sh': 4},5.988706666666658,0.3650347584888883,0.0,27CPU2Mem8GB.sh,6.411747324414718,0.2397933888935341,0.0033333333333332,0.9340210029585537,1.5222886676452958,29CPU4Mem8GB.sh,5.988706666666658,0.3650347584888883,0.0,1.0,1.0
elastic-job-lite_dot,1-0.8,{'22CPU05Mem2GB.sh': 1},84.17931034482761,0.204345275862069,0.0,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,1.7942330972798115,0.4485582743199528,19CPU010Mem1GB.sh,384.7137931034485,0.2722811870689656,0.0,0.2188102216605268,0.7504935543354699,4-0.8,{'01noThrottling.sh': 4},27.07895172413797,1.756372925517245,0.0,27CPU2Mem8GB.sh,34.632137931034485,1.17244101486207,0.0,0.7819023988083632,1.4980480068959978,19CPU010Mem1GB.sh,271.7237655172416,0.7692445646715518,0.0,0.09965617719374546,2.2832438553104013
elastic-job-lite_elastic-job-lite-core,1-0.8,{'22CPU05Mem2GB.sh': 1},42.11553333333336,0.1022354571666667,0.0,27CPU2Mem8GB.sh,23.09954666666668,0.2242965981333334,0.0,1.8232190415280878,0.4558047603820219,20CPU010Mem2GB.sh,173.21999999999943,0.1867600299999993,0.0,0.2431332024785446,0.5474161530530225,2-0.8,{'01noThrottling.sh': 2},17.149936666666676,0.5768009290666674,0.0,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.9819305034926896,1.94474094357219,20CPU010Mem2GB.sh,125.56378333333323,0.2707568970677778,0.0,0.13658346548175335,2.1303277416503943
esper_examples.rfidassetzone,1-0.8,{'22CPU05Mem2GB.sh': 1},18.97219000000001,0.046054991225,0.0066666666666667,27CPU2Mem8GB.sh,8.740509999999995,0.0848703520999999,0.0633333333333333,2.170604461295739,0.5426511153239348,19CPU010Mem1GB.sh,85.64666666666666,0.0606164283333333,0.0,0.2215169689421656,0.759777381995206,2-0.8,{'01noThrottling.sh': 2},6.881783333333331,0.1888441069824173,0.0899999999999999,27CPU2Mem8GB.sh,7.1894066666666605,0.1013389362069987,0.0633333333333333,0.9572115825969881,1.8634901258157799,19CPU010Mem1GB.sh,71.92085666666665,0.0899527271716666,0.0,0.0956855028191405,2.0993705574042854
fastjson_dot,1-0.8,{'22CPU05Mem2GB.sh': 1},104.46666666666674,0.2535928333333335,0.01,27CPU2Mem8GB.sh,35.98251333333387,0.3493902044666718,0.0,2.9032620845273134,0.7258155211318285,26CPU2Mem4GB.sh,35.9527833333336,0.2958314855277799,0.0,2.9056628439059,0.8572205655557917,6-0.8,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 4}",10.50503308807126,1.1617841166232228,0.0,27CPU2Mem8GB.sh,11.780075374215206,0.6863050337286339,0.0,0.8917628074829792,1.6928101347462854,26CPU2Mem4GB.sh,11.789488829431424,0.5820428339438863,0.0,0.8910507690415184,1.9960457355879555
