table_category,non_nan_project_num,cheapest_non_nan_github_caliber_num,cheapest_avg_ga_vs_github_caliber_runtime_rate,cheapest_avg_ga_vs_github_caliber_price_rate,cheapest_ga_vs_github_caliber_better_num,cheapest_non_nan_smart_baseline_num,cheapest_avg_ga_vs_smart_baseline_runtime_rate,cheapest_avg_ga_vs_smart_baseline_price_rate,cheapest_ga_vs_smart_baseline_better_num,fastest_non_nan_github_caliber_num,fastest_avg_ga_vs_github_caliber_runtime_rate,fastest_avg_ga_vs_github_caliber_price_rate,fastest_ga_vs_github_caliber_better_num,fastest_non_nan_smart_baseline_num,fastest_avg_ga_vs_smart_baseline_runtime_rate,fastest_avg_ga_vs_smart_baseline_price_rate,fastest_ga_vs_smart_baseline_better_num
failrate_0,19,12.0,0.9032489772511557,0.4347740573670482,11.0,18.0,0.5768352977729566,0.7604214939716786,10.0,12.0,0.5826952359298823,1.0282542681615696,12.0,18.0,0.4675925329286409,2.127863043758714,17.0
failrate_0.2,29,29.0,1.805598958142309,0.5741089010918946,29.0,29.0,1.095291688729311,0.6476645815106384,28.0,29.0,0.9219690375298163,1.6266771947083754,29.0,29.0,0.5808612447719222,2.0996418320897066,28.0
failrate_0.4,30,29.0,1.815408980214328,0.5540410036402305,29.0,29.0,1.1286840461993755,0.6253634667534311,28.0,29.0,0.8908721906508378,1.5767790711325063,29.0,29.0,0.5613674327973495,2.0341759321344735,28.0
failrate_0.6,31,31.0,1.8868987988252826,0.551203353493335,31.0,31.0,1.2061111389540904,0.6255878758366527,30.0,31.0,0.9137474075443499,1.597209106297956,31.0,31.0,0.5921720180088862,2.0791466464853077,30.0
failrate_0.8,31,31.0,1.8974805082700763,0.5513229166941869,31.0,31.0,1.214916031713666,0.6255590009279814,30.0,31.0,0.9137159236139782,1.5971994908403329,31.0,31.0,0.5921359711797262,2.079140198887195,30.0
failrate_1,32,32.0,1.9526742260652084,0.5589658761602768,32.0,32.0,1.192444947507536,0.6233149521693745,31.0,32.0,0.9115429900378978,1.599926553726657,32.0,32.0,0.5750044544683058,2.0514331292946797,31.0
