project,category,confs,runtime,price,max_failure_rate,fitness,github_baseline_conf,github_baseline_runtime,github_baseline_price,github_baseline_max_failure_rate,github_baseline_score,github_baseline_runtime_rate,github_baseline_price_rate,github_baseline_score_rate,smart_baseline_conf,smart_baseline_runtime,smart_baseline_price,smart_baseline_max_failure_rate,smart_baseline_score,smart_baseline_runtime_rate,smart_baseline_price_rate,smart_baseline_score_rate
commons-exec_dot,2-0,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",44.671359594594605,0.4623603643603232,0.0,0.3575020223913273,27CPU2Mem8GB.sh,42.12738836393988,0.8072391510471901,0.0016666666666667,0.4299451741096874,1.0603875846439204,0.5727675172351672,0.8315060708185121,26CPU2Mem4GB.sh,42.12495666666666,0.6839898629111119,0.0,0.399119683535712,1.0604487963768732,0.6759754631340339,0.8957263626396395
delight-nashorn-sandbox_dot,4-0,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 3}",6.358154362416106,0.2056846151007529,0.0,0.08585291084017,27CPU2Mem8GB.sh,6.411747324414717,0.2397933888935341,0.0033333333333332,0.09467032999581856,0.9916414419834451,0.8577576556627874,0.9068618525356569,29CPU4Mem8GB.sh,5.988706666666658,0.3650347584888884,0.0,0.1236897507960415,1.0616907316242095,0.5634658352870633,0.6940988261973083
elastic-job-lite_dot,2-0,{'26CPU2Mem4GB.sh': 2},35.86383793103456,0.590199084350576,0.0,0.3417657156325977,27CPU2Mem8GB.sh,35.76316551724148,0.6945204399655189,0.0,0.36730087618782425,1.0028149749144701,0.8497936855247598,0.9304789010572118,26CPU2Mem4GB.sh,35.86383793103456,0.590199084350576,0.0,0.3417657156325977,1.0,1.0,1.0
elastic-job-lite_elastic-job-lite-core,2-0,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",17.78869666666671,0.2327353657722225,0.0,0.154516212004844,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.16873111640744798,1.0185031125117134,0.7846901279560484,0.9157541021166591,24CPU1Mem4GB.sh,20.07317,0.1874888525833334,0.0,0.15557585158682294,0.8861926973500801,1.241329084718668,0.9931889199308829
fastjson_dot,4-0,{'26CPU2Mem4GB.sh': 4},14.205821962095872,0.4675582945774428,0.0,0.1938193527636896,27CPU2Mem8GB.sh,14.2002982116375,0.5515391020238467,0.0,0.2147846414739216,1.000388988342079,0.8477337198065553,0.9023892557383927,26CPU2Mem4GB.sh,14.205823913043464,0.4675582945774428,0.0,0.19381936332879224,0.9999998626656501,1.0,0.9999999454899529
fluent-logger-java_dot,8-0,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 4, '24CPU1Mem4GB.sh': 3}",8.29371666666669,0.1671411510916673,0.0,0.086698830470226,27CPU2Mem8GB.sh,8.126056666666663,0.3455086319666666,0.0,0.13038275978970482,1.0206323936538337,0.4837539083764265,0.6649562458262358,24CPU1Mem4GB.sh,8.29371666666669,0.1875298287833343,0.0,0.09179599989314273,1.0,0.8912776819349449,0.944472859069565
http-request_dot,1-0,{'26CPU2Mem4GB.sh': 1},2.380049999999999,0.0195838447499999,0.0,0.0177848120601562,27CPU2Mem8GB.sh,2.3805000000000005,0.023114655,0.0,0.018669951539062504,0.9998109640831752,0.8472479796908021,0.9525901565917643,26CPU2Mem4GB.sh,2.380049999999999,0.0195838447499999,0.0,0.017784812060156217,1.0,1.0,0.999999999999999
hutool_hutool-cron,1-0,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0153863524944444,0.0,0.013972914455677,27CPU2Mem8GB.sh,1.8711133333333336,0.0181685104666666,0.0,0.014674898238784708,0.9993640150071075,0.8468692313920522,0.9521643168023874,26CPU2Mem4GB.sh,1.8699233333333325,0.0153863524944444,0.0,0.013972914455677068,1.0,1.0,0.9999999999999951
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,1-0,{'27CPU2Mem8GB.sh': 1},1091.7620689655168,10.601009689655168,0.0,8.562547750377153,27CPU2Mem8GB.sh,1091.7620689655168,10.60100968965517,0.0,8.562547750377153,1.0,0.9999999999999998,1.0,27CPU2Mem8GB.sh,1091.7620689655168,10.60100968965517,0.0,8.562547750377153,1.0,0.9999999999999998,1.0
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,1-0,{'21CPU025Mem2GB.sh': 1},1910.806896551724,3.027036591954022,0.0,11.104485093283044,27CPU2Mem8GB.sh,1852.3000000000009,17.98583300000001,0.0034482758620689,14.527347715104174,1.0315860803064965,0.16830116191749475,0.764384890556288,21CPU025Mem2GB.sh,1910.806896551724,3.0270365919540225,0.0,11.104485093283046,1.0,0.9999999999999999,0.9999999999999999
