project,category,confs,runtime,price,max_failure_rate,fitness,github_baseline_conf,github_baseline_runtime,github_baseline_price,github_baseline_max_failure_rate,github_baseline_score,github_baseline_runtime_rate,github_baseline_price_rate,github_baseline_score_rate,smart_baseline_conf,smart_baseline_runtime,smart_baseline_price,smart_baseline_max_failure_rate,smart_baseline_score,smart_baseline_runtime_rate,smart_baseline_price_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0,{'24CPU1Mem4GB.sh': 2},21.934176666666644,0.1959740169999997,0.0,0.1752948713155472,27CPU2Mem8GB.sh,17.264513333333298,0.3060158933999994,0.0,0.20626921627698339,1.2704775537644284,0.6404047019343475,0.849835348577448,24CPU1Mem4GB.sh,21.934176666666644,0.1959740169999998,0.0,0.17529487131554727,1.0,0.9999999999999994,0.9999999999999996
commons-exec_dot,2-0,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",44.68096959459458,0.4622963077353233,0.0,0.385473585351188,27CPU2Mem8GB.sh,42.12738836393988,0.8072391510471901,0.0016666666666667,0.5305569012930215,1.0606157022741174,0.5726881645118549,0.7265452290070101,26CPU2Mem4GB.sh,42.12495666666666,0.6839898629111119,0.0,0.47508506470248524,1.0606769271753456,0.6758818117095416,0.8113780330951572
delight-nashorn-sandbox_dot,4-0,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 3}",6.452891029082773,0.2048633712785307,0.0,0.1178146972504007,27CPU2Mem8GB.sh,6.411747324414717,0.2397933888935341,0.0033333333333332,0.1333698123685427,1.0064169254629527,0.8543328580651071,0.8833685461357752,29CPU4Mem8GB.sh,5.988706666666658,0.3650347584888884,0.0,0.18804841951413398,1.0775099513555706,0.5612160664551256,0.6265125628537686
elastic-job-lite_dot,1-0,{'24CPU1Mem4GB.sh': 1},57.71747241379324,0.2802183285689661,0.0,0.3553099826674422,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,0.39132059640837413,1.2302143943915724,0.6151071971957861,0.9079766971852613,24CPU1Mem4GB.sh,57.71747241379324,0.2802183285689662,0.0,0.3553099826674422,1.0,0.9999999999999996,1.0
elastic-job-lite_elastic-job-lite-core,2-0,{'24CPU1Mem4GB.sh': 2},20.07317,0.1874888525833333,0.0,0.1640859851858923,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.20282821907212856,1.1493020824446782,0.6321370679346392,0.8089899222925239,24CPU1Mem4GB.sh,20.07317,0.1874888525833334,0.0,0.1640859851858924,1.0,0.9999999999999996,0.9999999999999993
esper_examples.rfidassetzone,2-0,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.864059999999988,0.0630971588778976,0.0,0.1191931040435469,27CPU2Mem8GB.sh,7.1894066666666605,0.1013389362069987,0.0633333333333333,0.0741536047937767,3.1802429685898987,0.6226349046038236,1.6073811161982798,21CPU025Mem2GB.sh,25.978773333333336,0.0773751884722222,0.0,0.13798758865735186,0.8801054501931828,0.8154701800894426,0.8637958326782921
fastjson_dot,2-0,{'26CPU2Mem4GB.sh': 2},21.45481100334454,0.3530737552110004,0.0,0.2440860624667985,27CPU2Mem8GB.sh,21.46103240129288,0.4167731703190619,0.0,0.27277550612380125,0.9997101072384585,0.8471604708640523,0.8948239742464933,26CPU2Mem4GB.sh,21.45481100334454,0.3530737552110004,0.0,0.24408606246679854,1.0,1.0,0.9999999999999999
fluent-logger-java_dot,6-0,"{'22CPU05Mem2GB.sh': 5, '01noThrottling.sh': 1}",11.516280000000048,0.1384117047750004,0.0,0.1080195380199587,27CPU2Mem8GB.sh,8.126056666666663,0.3455086319666666,0.0,0.1877496590368946,1.4172039984953817,0.40060274033429605,0.5753381314995188,22CPU05Mem2GB.sh,11.282370000000045,0.1457209396416672,0.0,0.11037977366811501,1.0207323461294038,0.9498408747250705,0.9786171363672754
http-request_dot,1-0,{'26CPU2Mem4GB.sh': 1},2.380049999999999,0.0195838447499999,0.0,0.0182645541107812,27CPU2Mem8GB.sh,2.3805000000000005,0.023114655,0.0,0.019855205795312504,0.9998109640831752,0.8472479796908021,0.9198874239366065,26CPU2Mem4GB.sh,2.380049999999999,0.0195838447499999,0.0,0.0182645541107812,1.0,1.0,1.0
hutool_hutool-cron,1-0,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0153863524944444,0.0,0.014349831266015,27CPU2Mem8GB.sh,1.8711133333333336,0.0181685104666666,0.0,0.01560652816621988,0.9993640150071075,0.8468692313920522,0.9194762033669357,26CPU2Mem4GB.sh,1.8699233333333325,0.0153863524944444,0.0,0.014349831266015023,1.0,1.0,0.9999999999999984
