project,category,confs,runtime,price,max_failure_rate,fitness,github_baseline_conf,github_baseline_runtime,github_baseline_price,github_baseline_max_failure_rate,github_baseline_score,github_baseline_runtime_rate,github_baseline_price_rate,github_baseline_score_rate,smart_baseline_conf,smart_baseline_runtime,smart_baseline_price,smart_baseline_max_failure_rate,smart_baseline_score,smart_baseline_runtime_rate,smart_baseline_price_rate,smart_baseline_score_rate
commons-exec_dot,2-0,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",44.68127792792791,0.4622939431617122,0.0,0.3924574000768317,27CPU2Mem8GB.sh,42.12738836393988,0.8072391510471901,0.0016666666666667,0.555709833088855,1.0606230213448054,0.57268523530109,0.7062272011553193,26CPU2Mem4GB.sh,42.12495666666666,0.6839898629111119,0.0,0.49407640999417857,1.0606842466685327,0.6758783546793438,0.794325315150051
delight-nashorn-sandbox_dot,2-0,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",9.972257324414716,0.1788674121265918,0.0,0.1254360134428706,27CPU2Mem8GB.sh,10.182880000000004,0.1974002929200669,0.0033333333333332,0.13546285362281124,0.9793160014077267,0.9061152315463908,0.9259808876619429,29CPU4Mem8GB.sh,9.220793333333328,0.3034825464222219,0.0,0.18503061032613408,1.0814966743007712,0.5893828631506915,0.677920335569221
elastic-job-lite_dot,1-0,{'24CPU1Mem4GB.sh': 1},57.71747241379324,0.2802183285689661,0.0,0.3484834686584898,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,0.39716055605463496,1.2302143943915724,0.6151071971957861,0.8774372564090958,24CPU1Mem4GB.sh,57.71747241379324,0.2802183285689662,0.0,0.34848346865848984,1.0,0.9999999999999996,0.9999999999999999
elastic-job-lite_elastic-job-lite-core,2-0,{'24CPU1Mem4GB.sh': 2},20.07317,0.1874888525833333,0.0,0.1662135185856597,27CPU2Mem8GB.sh,17.46553,0.2965952514000002,0.0,0.2113524947382987,1.1493020824446782,0.6321370679346392,0.7864279945759284,24CPU1Mem4GB.sh,20.07317,0.1874888525833334,0.0,0.16621351858565975,1.0,0.9999999999999996,0.9999999999999997
fastjson_dot,2-0,{'26CPU2Mem4GB.sh': 2},21.45481100334454,0.3530737552110004,0.0,0.2539940345344532,27CPU2Mem8GB.sh,21.46103240129288,0.4167731703190619,0.0,0.28586620286882497,0.9997101072384585,0.8471604708640523,0.888506692940554,26CPU2Mem4GB.sh,21.45481100334454,0.3530737552110004,0.0,0.25399403453445324,1.0,1.0,0.9999999999999998
fluent-logger-java_dot,6-0,"{'22CPU05Mem2GB.sh': 5, '01noThrottling.sh': 1}",11.516280000000048,0.1384117047750004,0.0,0.110782462270417,27CPU2Mem8GB.sh,8.126056666666663,0.3455086319666666,0.0,0.20209138384869207,1.4172039984953817,0.40060274033429605,0.5481800369745649,22CPU05Mem2GB.sh,11.282370000000045,0.1457209396416672,0.0,0.11359260693843794,1.0207323461294038,0.9498408747250705,0.9752612010256627
http-request_dot,1-0,{'26CPU2Mem4GB.sh': 1},2.380049999999999,0.0195838447499999,0.0,0.0183844896234374,27CPU2Mem8GB.sh,2.3805000000000005,0.023114655,0.0,0.020151519359375,0.9998109640831752,0.8472479796908021,0.9123128284063834,26CPU2Mem4GB.sh,2.380049999999999,0.0195838447499999,0.0,0.018384489623437444,1.0,1.0,0.9999999999999976
hutool_hutool-cron,1-0,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0153863524944444,0.0,0.0144440604685995,27CPU2Mem8GB.sh,1.8711133333333336,0.0181685104666666,0.0,0.015839435648078673,0.9993640150071075,0.8468692313920522,0.9119049939352838,26CPU2Mem4GB.sh,1.8699233333333325,0.0153863524944444,0.0,0.014444060468599512,1.0,1.0,0.9999999999999991
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,1-0,{'27CPU2Mem8GB.sh': 1},1091.7620689655168,10.601009689655168,0.0,9.242035063469825,27CPU2Mem8GB.sh,1091.7620689655168,10.60100968965517,0.0,9.242035063469825,1.0,0.9999999999999998,1.0,27CPU2Mem8GB.sh,1091.7620689655168,10.60100968965517,0.0,9.242035063469825,1.0,0.9999999999999998,1.0
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,1-0,{'21CPU025Mem2GB.sh': 1},1910.806896551724,3.027036591954022,0.0,8.412002259506703,27CPU2Mem8GB.sh,1852.3000000000009,17.98583300000001,0.0034482758620689,15.680176143402786,1.0315860803064965,0.16830116191749475,0.5364737093878843,21CPU025Mem2GB.sh,1910.806896551724,3.0270365919540225,0.0,8.412002259506703,1.0,0.9999999999999999,1.0
luwak_luwak,2-0,{'26CPU2Mem4GB.sh': 2},6.208266666666683,0.1021666619888891,0.0,0.0734967041712964,27CPU2Mem8GB.sh,6.199703333333348,0.1203981416333336,0.0,0.08258152824908584,1.0013812488877158,0.8485734132012807,0.8899896348444,26CPU2Mem4GB.sh,6.208266666666683,0.1021666619888891,0.0,0.07349670417129646,1.0,1.0,0.9999999999999992
noxy_noxy-discovery-zookeeper,2-0,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",17.07287333333335,0.163506340627778,0.0,0.1433904519847455,27CPU2Mem8GB.sh,16.89495333333332,0.2040160655666663,0.0,0.16300297939196734,1.0105309553977282,0.8014385542316473,0.8796799452354775,26CPU2Mem4GB.sh,17.07287333333335,0.1747072920944447,0.0,0.1489909277180789,1.0,0.9358873271264969,0.9624106258071591
retrofit_retrofit-adapters.rxjava,1-0,{'26CPU2Mem4GB.sh': 1},4.242076666666666,0.0349052208388888,0.0,0.0327675529758449,27CPU2Mem8GB.sh,4.256179999999996,0.0413275077999999,0.0,0.03602961296659716,0.9966863870105751,0.844600187550842,0.909461697693603,26CPU2Mem4GB.sh,4.242076666666666,0.0349052208388888,0.0,0.03276755297584486,1.0,1.0,1.0000000000000013
