table_category,satis_proj_num,satis_cheapest_github_caliber_num,avg_runtime_cheapest_vs_github_caliber_rate,avg_price_cheapest_vs_github_caliber_rate,number_cases_cheapest_better_vs_github_caliber,satis_cheapest_smart_baseline_num,avg_runtime_cheapest_vs_smart_baseline_rate,avg_price_cheapest_vs_smart_baseline_rate,number_cases_cheapest_better_vs_smart_baseline,satis_fastest_github_caliber_num,avg_runtime_fastest_vs_github_caliber_rate,avg_price_fastest_vs_github_caliber_rate,number_cases_fastest_better_vs_github_caliber,satis_fastest_smart_baseline_num,avg_runtime_fastest_vs_smart_baseline_rate,avg_price_fastest_vs_smart_baseline_rate,number_cases_fastest_better_vs_smart_baseline
failure_rate_0,19,12.0,1.6972593439223342,0.2909325817190949,12.0,18.0,1.5957368919535615,0.3588332782762516,18.0,12.0,0.607042370640655,0.8434987114252405,12.0,18.0,0.6603910001081619,0.8976505954290529,17.0
failure_rate_0.2,29,29.0,2.81400152397556,0.4540076979373602,29.0,29.0,2.086842334322719,0.4155888021174196,28.0,29.0,0.9154850159848649,1.3362968978400773,29.0,29.0,0.7128434707605782,1.3140882006608559,27.0
failure_rate_0.4,30,29.0,2.7305339086874145,0.43883394678001175,29.0,29.0,1.9735220786922274,0.4017074092940927,28.0,29.0,0.8848256760998587,1.2942712403920176,29.0,29.0,0.687672832042946,1.26673331937008,27.0
failure_rate_0.6,31,31.0,3.191206107371351,0.432469984423734,31.0,31.0,2.538338854075016,0.40407734676827395,30.0,31.0,0.9111324667300962,1.2943585953600214,31.0,31.0,0.7069853565023435,1.3088586298543425,29.0
failure_rate_0.8,31,31.0,3.2023135687740822,0.4324608686050374,31.0,31.0,2.4813625879241874,0.4040685114842433,30.0,31.0,0.9112077146585719,1.2852139371549947,31.0,31.0,0.7092389576486503,1.2998130818342548,29.0
failure_rate_1,32,32.0,3.157487590749427,0.44145719040787257,32.0,32.0,2.3635508824547298,0.4069075966934751,31.0,32.0,0.9136274143651116,1.3228294962493974,32.0,32.0,0.6904070889527077,1.3169327188526143,30.0
