project,cheapest_category,cheapest_confs,cheapest_price,cheapest_runtime,cheapest_baseline_confs,cheapest_baseline_price,cheapest_baseline_runtime,cheapest_price_saving,cheapest_runtime_rate,fastest_category,fastest_confs,fastest_price,fastest_runtime,fastest_baseline_confs,fastest_baseline_price,fastest_baseline_runtime,fastest_price_rate,fastest_runtime_saving
activiti_dot,10-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",0.2972840532850833,211.38882195575184,{'27CPU2Mem8GB.sh': 10},0.718465252419999,29.409536031215158,0.5862234780544439,7.187764598917325,12-1-fast,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 8, '26CPU2Mem4GB.sh': 2}",1.2055032207716674,24.93174635429059,{'27CPU2Mem8GB.sh': 12},0.718465252419999,25.743553503599827,1.6778866016292138,0.03153438584909107
assertj-core_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",0.0049479302905,5.169644041137324,{'27CPU2Mem8GB.sh': 12},0.01005456906,0.7668206896551732,0.5078923561046187,6.741659570325402,12-1-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 3}",0.0084162802899999,0.6353916666666665,{'27CPU2Mem8GB.sh': 12},0.01005456906,0.7668206896551732,0.8370602697914037,0.17139472729616656
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-1-cheap,{'19CPU010Mem1GB.sh': 2},0.007656691459,25.74411000000002,{'27CPU2Mem8GB.sh': 2},0.0671079850399999,13.025449999999994,0.8859049119946575,1.9764468789945862,2-1-fast,{'29CPU4Mem8GB.sh': 2},0.11338541302,12.952333333333344,{'27CPU2Mem8GB.sh': 2},0.0671079850399999,13.025449999999994,1.6895964459731032,0.005613369723629469
commons-exec_dot,8-1-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",0.014168160338,26.14501379725087,{'27CPU2Mem8GB.sh': 8},0.15674880188,10.015228333333331,0.9096123213187522,2.610525983739516,12-1-fast,"{'22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 5, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 1}",0.1159916695133333,10.013306666666663,{'27CPU2Mem8GB.sh': 12},0.15674880188,10.013426666666666,0.7399844089534504,1.198390960432949e-05
db-scheduler_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}",0.0037733284811666,11.217597014925376,{'27CPU2Mem8GB.sh': 12},0.03223988967,10.199820945945948,0.8829608748730373,1.0997837191822428,6-1-fast,{'29CPU4Mem8GB.sh': 6},0.05476806643,10.19937248322148,{'27CPU2Mem8GB.sh': 6},0.03223988967,10.199820945945948,1.698767179124779,4.396770559456087e-05
delight-nashorn-sandbox_dot,10-1-cheap,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 3, '26CPU2Mem4GB.sh': 2, '28CPU2Mem16GB.sh': 3}",0.0376988419566666,9.110368970917229,{'27CPU2Mem8GB.sh': 10},0.04650049088,5.167876666666666,0.18928077439111557,1.7628843640329195,12-1-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 5}",0.0623921014783333,4.789416666666666,{'27CPU2Mem8GB.sh': 12},0.04650049088,4.990249999999999,1.3417514589113366,0.04024514469882923
elastic-job-lite_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 1}",0.0173909688948333,13.89213793103449,{'27CPU2Mem8GB.sh': 12},0.0628139608699999,10.30915172413792,0.7231352926330223,1.3475539309900098,12-1-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 2}",0.0428379171618333,10.017082758620695,{'27CPU2Mem8GB.sh': 12},0.0628139608699999,10.30915172413792,0.681980829874602,0.02833103763846756
elastic-job-lite_elastic-job-lite-core,10-1-cheap,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",0.0114579371190833,11.076476666666666,{'27CPU2Mem8GB.sh': 10},0.0455993834599999,10.384343333333325,0.7487260517648384,1.0666516226511522,12-1-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 3, '26CPU2Mem4GB.sh': 3, '01noThrottling.sh': 4}",0.0238927104620833,10.027283333333331,{'27CPU2Mem8GB.sh': 12},0.0455993834599999,10.306309999999993,0.5239700331264819,0.027073381905518223
esper_examples.rfidassetzone,2-1-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.00674756751825,13.725810000000005,{'27CPU2Mem8GB.sh': 2},0.01950705986,5.493362989323841,0.6540961289565654,2.498616972276479,2-1-fast,{'01noThrottling.sh': 2},0.0371906594,5.457029304029308,{'27CPU2Mem8GB.sh': 2},0.01950705986,5.493362989323841,1.9065230571348646,0.006614106033980716
fastjson_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",0.0458808635705,22.45780666666667,{'27CPU2Mem8GB.sh': 12},0.0844184778300002,4.467719342027489,0.45650686022918197,5.026682507875512,12-1-fast,"{'27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}",0.1161873194566662,4.318316666666665,{'27CPU2Mem8GB.sh': 12},0.0844184778300002,4.467719342027489,1.3763256865474558,0.03344047911770198
fluent-logger-java_dot,8-1-cheap,"{'19CPU010Mem1GB.sh': 3, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0158353365158333,29.84644259887007,{'27CPU2Mem8GB.sh': 8},0.1036525895899999,8.126056666666663,0.8472268123886695,3.6729306505209474,6-1-fast,{'29CPU4Mem8GB.sh': 6},0.17455232515,8.125366666666668,{'27CPU2Mem8GB.sh': 6},0.1036525895899999,8.126056666666663,1.6840131620487782,8.491203400362579e-05
handlebars.java_dot,10-1-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",0.0054430415771666,1.644372413793103,{'27CPU2Mem8GB.sh': 10},0.0091895342899999,1.0038048780487758,0.40769124904515053,1.6381394927961304,6-1-fast,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",0.0064020001829999,0.980614285714284,{'27CPU2Mem8GB.sh': 6},0.0091895342899999,1.0078566021867068,0.6966620920024849,0.02702995288547616
hbase_dot,10-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",0.4959211063277501,4114.385267299531,{'27CPU2Mem8GB.sh': 10},7.726270381680004,476.4907350853828,0.9358136485226244,8.634764465173221,12-1-fast,"{'19CPU010Mem1GB.sh': 2, '20CPU010Mem2GB.sh': 3, '21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '28CPU2Mem16GB.sh': 4, '29CPU4Mem8GB.sh': 1}",3.52146109737742,291.103502977307,{'27CPU2Mem8GB.sh': 12},7.726270381680004,405.56193646018056,0.45577761629042446,0.28222183393709943
