project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_confs,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_confs,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_confs,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_confs,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,10-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 1}",211.38882195575184,0.2972840532850833,0.9111111111111112,{'27CPU2Mem8GB.sh': 10},29.409536031215158,0.718465252419999,0.1899999999999999,7.187764598917325,0.41377652194555614,{'23CPU05Mem4GB.sh': 10},60.054892070420514,0.5270184312100004,0.1827586206896552,3.519926764798391,0.564086634698028,12-1-fast,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 8, '26CPU2Mem4GB.sh': 2}",24.93174635429059,1.2055032207716674,0.3,{'27CPU2Mem8GB.sh': 12},25.743553503599827,0.718465252419999,0.1899999999999999,0.9684656141509089,1.6778866016292138,{'23CPU05Mem4GB.sh': 12},51.39696980900953,0.5270184312100004,0.1827586206896552,0.4850820281222148,2.2874023931267633
assertj-core_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",5.169644041137324,0.0049479302905,0.8034482758620689,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,6.741659570325402,0.49210764389538136,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,6.741659570325402,0.49210764389538136,12-1-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 3}",0.6353916666666665,0.0084162802899999,0.0758620689655172,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,0.8286052727038334,0.8370602697914037,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,0.8286052727038334,0.8370602697914037
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-1-cheap,{'19CPU010Mem1GB.sh': 2},25.74411000000002,0.007656691459,0.01,{'27CPU2Mem8GB.sh': 2},13.025449999999994,0.0671079850399999,0.0,1.9764468789945862,0.11409508800534254,{'01noThrottling.sh': 2},12.958019999999998,0.1338339981,0.0,1.9867317692054824,0.057210361849004646,2-1-fast,{'29CPU4Mem8GB.sh': 2},12.952333333333344,0.11338541302,0.0,{'27CPU2Mem8GB.sh': 2},13.025449999999994,0.0671079850399999,0.0,0.9943866302763705,1.6895964459731032,{'01noThrottling.sh': 2},12.958019999999998,0.1338339981,0.0,0.999561146944776,0.8472093386560796
commons-exec_dot,8-1-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",26.14501379725087,0.014168160338,0.03,{'27CPU2Mem8GB.sh': 8},10.015228333333331,0.15674880188,0.0016666666666667,2.610525983739516,0.09038767868124772,{'01noThrottling.sh': 8},10.017145,0.3136639943200002,0.0,2.6100264893091665,0.04516986518875238,12-1-fast,"{'22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 5, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 1}",10.013306666666663,0.1159916695133333,0.0016666666666667,{'27CPU2Mem8GB.sh': 12},10.013426666666666,0.15674880188,0.0016666666666667,0.9999880160903957,0.7399844089534504,{'01noThrottling.sh': 12},10.015579999999998,0.3136639943200002,0.0,0.9997730203010375,0.3697959332718263
db-scheduler_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}",11.217597014925376,0.0037733284811666,0.2666666666666667,{'27CPU2Mem8GB.sh': 12},10.199820945945948,0.03223988967,0.0133333333333333,1.0997837191822428,0.11703912512696263,{'28CPU2Mem16GB.sh': 12},10.220030100334446,0.0425391966066666,0.0033333333333332,1.0976089996602147,0.08870239172723954,6-1-fast,{'29CPU4Mem8GB.sh': 6},10.19937248322148,0.05476806643,0.0066666666666667,{'27CPU2Mem8GB.sh': 6},10.199820945945948,0.03223988967,0.0133333333333333,0.9999560322944054,1.698767179124779,{'28CPU2Mem16GB.sh': 6},10.220030100334446,0.0425391966066666,0.0033333333333332,0.9979787126935868,1.2874729848898212
delight-nashorn-sandbox_dot,10-1-cheap,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 3, '26CPU2Mem4GB.sh': 2, '28CPU2Mem16GB.sh': 3}",9.110368970917229,0.0376988419566666,0.4433333333333333,{'27CPU2Mem8GB.sh': 10},5.167876666666666,0.04650049088,0.0033333333333332,1.7628843640329195,0.8107192256088844,{'29CPU4Mem8GB.sh': 10},4.968616666666666,0.0725791003066666,0.0,1.8335825808492432,0.519417322581551,12-1-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 5}",4.789416666666666,0.0623921014783333,0.0,{'27CPU2Mem8GB.sh': 12},4.990249999999999,0.04650049088,0.0033333333333332,0.9597548553011708,1.3417514589113366,{'29CPU4Mem8GB.sh': 12},4.812996666666665,0.0725791003066666,0.0,0.995100765358242,0.8596428064650783
elastic-job-lite_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 1}",13.89213793103449,0.0173909688948333,0.0,{'27CPU2Mem8GB.sh': 12},10.30915172413792,0.0628139608699999,0.0,1.3475539309900098,0.2768647073669776,{'19CPU010Mem1GB.sh': 12},33.13588620689655,0.0309217510817499,0.0,0.41924751444079766,0.5624186304603396,12-1-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 2}",10.017082758620695,0.0428379171618333,0.0,{'27CPU2Mem8GB.sh': 12},10.30915172413792,0.0628139608699999,0.0,0.9716689623615324,0.681980829874602,{'19CPU010Mem1GB.sh': 12},33.13588620689655,0.0309217510817499,0.0,0.3023031494034962,1.3853651770425237
elastic-job-lite_elastic-job-lite-core,10-1-cheap,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",11.076476666666666,0.0114579371190833,0.0033333333333332,{'27CPU2Mem8GB.sh': 10},10.384343333333325,0.0455993834599999,0.0,1.0666516226511522,0.25127394823516164,{'01noThrottling.sh': 10},10.378139999999988,0.0899940277999999,0.0,1.0672891931181,0.12731886103094625,12-1-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 3, '26CPU2Mem4GB.sh': 3, '01noThrottling.sh': 4}",10.027283333333331,0.0238927104620833,0.0,{'27CPU2Mem8GB.sh': 12},10.306309999999993,0.0455993834599999,0.0,0.9729266180944818,0.5239700331264819,{'01noThrottling.sh': 12},10.305259999999988,0.0899940277999999,0.0,0.9730257493099003,0.26549217816077486
esper_examples.rfidassetzone,2-1-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",13.725810000000005,0.00674756751825,0.0,{'27CPU2Mem8GB.sh': 2},5.493362989323841,0.01950705986,0.0633333333333333,2.498616972276479,0.3459038710434346,{'19CPU010Mem1GB.sh': 2},30.470770000000016,0.0093840388485,0.0,0.45045825884938245,0.7190472702836871,2-1-fast,{'01noThrottling.sh': 2},5.457029304029308,0.0371906594,0.0899999999999999,{'27CPU2Mem8GB.sh': 2},5.493362989323841,0.01950705986,0.0633333333333333,0.9933858939660193,1.9065230571348646,{'19CPU010Mem1GB.sh': 2},30.470770000000016,0.0093840388485,0.0,0.17909062698544556,3.963182591251183
fastjson_dot,12-1-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",22.45780666666667,0.0458808635705,0.0,{'27CPU2Mem8GB.sh': 12},4.467719342027489,0.0844184778300002,0.0,5.026682507875512,0.543493139770818,{'01noThrottling.sh': 12},4.795239999999998,0.1617799024399997,0.0,4.683354048320142,0.2836005145170372,12-1-fast,"{'27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}",4.318316666666665,0.1161873194566662,0.0,{'27CPU2Mem8GB.sh': 12},4.467719342027489,0.0844184778300002,0.0,0.966559520882298,1.3763256865474558,{'01noThrottling.sh': 12},4.795239999999998,0.1617799024399997,0.0,0.9005423433794069,0.7181814162593978
