table_category,satis_project_num,satis_cheapest_github_caliber_num,avg_runtime_cheapest_vs_github_caliber_rate,avg_price_cheapest_vs_github_caliber_rate,number_cases_cheapest_better_vs_github_caliber,satis_cheapest_smart_baseline_num,avg_runtime_cheapest_vs_smart_baseline_rate,avg_price_cheapest_vs_smart_baseline_rate,number_cases_cheapest_better_vs_smart_baseline,satis_fastest_github_caliber_num,avg_runtime_fastest_vs_github_caliber_rate,avg_price_fastest_vs_github_caliber_rate,number_cases_fastest_better_vs_github_caliber,satis_fastest_smart_baseline_num,avg_runtime_fastest_vs_smart_baseline_rate,avg_price_fastest_vs_smart_baseline_rate,number_cases_fastest_better_vs_smart_baseline
failure_rate_0,38,24.0,2.8985736617211333,0.29337377217554744,24.0,36.0,2.163779851167081,0.3612243254313669,36.0,24.0,0.594311715110765,0.9594308612228841,24.0,36.0,0.655908099445836,1.0943434978058983,32.0
failure_rate_0.2,58,58.0,4.3138472750767445,0.45665900087670974,58.0,58.0,2.7933908297789687,0.4177376295721836,56.0,58.0,0.917580370100351,1.4912074522736591,58.0,58.0,0.7088073336225675,1.4794550936487905,53.0
failure_rate_0.4,60,58.0,4.174771654662583,0.4413914144329716,58.0,58.0,2.6779237368408784,0.40378034980410005,56.0,58.0,0.8867276273928411,1.4435074700822998,58.0,58.0,0.684334614233086,1.4295039864763042,53.0
failure_rate_0.6,62,62.0,4.411537992295585,0.4354520210604446,62.0,62.0,2.9933173680004455,0.40706195671873996,60.0,62.0,0.9104754862731476,1.4448153371513424,62.0,62.0,0.7068672018629186,1.4781036255839448,57.0
failure_rate_0.8,62,62.0,4.417249783793486,0.43544440076008833,62.0,62.0,2.965007527107539,0.4070558260617506,60.0,62.0,0.9102732413449132,1.440017160175671,62.0,62.0,0.7076911149599975,1.47344063933276,57.0
failure_rate_1,64,64.0,4.673408442463392,0.44457345742232907,64.0,64.0,3.1678186850958494,0.4100034136595802,62.0,64.0,0.9104003325657417,1.4655667664064418,64.0,64.0,0.6879298356110325,1.4783405395026141,59.0
