project,num_machines,conf,time_seq,time_parallel,price,min_failure_rate,max_failure_rate
delight-nashorn-sandbox_dot,1,19CPU010Mem1GB.sh,552.7173911861397,552.7173911861397,0.00039118573361199044,0.0,0.56
delight-nashorn-sandbox_dot,1,20CPU010Mem2GB.sh,495.5434269164768,495.5434269164768,0.0005342784047871148,0.0,0.6366666666666667
delight-nashorn-sandbox_dot,1,21CPU025Mem2GB.sh,136.39808963134612,136.39808963134612,0.00021607730699099083,0.0,0.44333333333333336
delight-nashorn-sandbox_dot,1,22CPU05Mem2GB.sh,64.9010631440712,64.9010631440712,0.00015754733078223284,0.0,0.32333333333333336
delight-nashorn-sandbox_dot,1,23CPU05Mem4GB.sh,62.477231980550314,62.477231980550314,0.00019794869665837688,0.0,0.31999999999999995
delight-nashorn-sandbox_dot,1,24CPU1Mem4GB.sh,30.7222343817839,30.7222343817839,0.00014915644792356085,0.0,0.040000000000000036
delight-nashorn-sandbox_dot,1,25CPU1Mem8GB.sh,30.629575036773065,30.629575036773065,0.00019408940714968532,0.0,0.030000000000000027
delight-nashorn-sandbox_dot,1,26CPU2Mem4GB.sh,15.321835637583893,15.321835637583893,0.00012607317090458612,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,1,27CPU2Mem8GB.sh,15.963666008918613,15.963666008918613,0.00015500719694659974,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,1,28CPU2Mem16GB.sh,16.48186772575251,16.48186772575251,0.00020888020364437016,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,1,29CPU4Mem8GB.sh,14.70105333333333,14.70105333333333,0.0002419303343555555,0.0,0.0
delight-nashorn-sandbox_dot,1,01noThrottling.sh,15.376817941834453,15.376817941834453,0.0002986178044304251,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,2,19CPU010Mem1GB.sh,552.7173911861398,326.4034045243784,0.00039118573361199044,0.0,0.56
delight-nashorn-sandbox_dot,2,20CPU010Mem2GB.sh,495.54342691647673,292.401028853552,0.0005342784047871146,0.0,0.6366666666666667
delight-nashorn-sandbox_dot,2,21CPU025Mem2GB.sh,136.39808963134607,81.64991705316643,0.00021607730699099072,0.0,0.44333333333333336
delight-nashorn-sandbox_dot,2,22CPU05Mem2GB.sh,64.90106314407122,39.04692025338979,0.00015754733078223286,0.0,0.32333333333333336
delight-nashorn-sandbox_dot,2,23CPU05Mem4GB.sh,62.47723198055031,37.71426274509803,0.00019794869665837688,0.0,0.31999999999999995
delight-nashorn-sandbox_dot,2,24CPU1Mem4GB.sh,30.722234381783892,18.55693010962467,0.0001491564479235608,0.0,0.040000000000000036
delight-nashorn-sandbox_dot,2,25CPU1Mem8GB.sh,30.62957503677307,18.454536558216887,0.00019408940714968535,0.0,0.030000000000000027
delight-nashorn-sandbox_dot,2,26CPU2Mem4GB.sh,15.321835637583897,9.39115230425056,0.00012607317090458615,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,2,27CPU2Mem8GB.sh,15.963666008918617,9.71431934225195,0.00015500719694659976,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,2,28CPU2Mem16GB.sh,16.48186772575251,9.986386666666668,0.00020888020364437013,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,2,29CPU4Mem8GB.sh,14.701053333333334,9.053426666666667,0.00024193033435555557,0.0,0.0
delight-nashorn-sandbox_dot,2,01noThrottling.sh,15.376817941834453,9.404643333333333,0.0002986178044304251,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,4,19CPU010Mem1GB.sh,552.7173911861398,224.60051607965406,0.0003911857336119905,0.0,0.56
delight-nashorn-sandbox_dot,4,20CPU010Mem2GB.sh,495.54342691647673,200.18115624710802,0.0005342784047871146,0.0,0.6366666666666667
delight-nashorn-sandbox_dot,4,21CPU025Mem2GB.sh,136.39808963134607,57.14292605294828,0.00021607730699099072,0.0,0.44333333333333336
delight-nashorn-sandbox_dot,4,22CPU05Mem2GB.sh,64.9010631440712,27.514774838350057,0.0001575473307822329,0.0,0.32333333333333336
delight-nashorn-sandbox_dot,4,23CPU05Mem4GB.sh,62.47723198055029,26.52296448673586,0.0001979486966583768,0.0,0.31999999999999995
delight-nashorn-sandbox_dot,4,24CPU1Mem4GB.sh,30.722234381783892,13.035459554069114,0.0001491564479235608,0.0,0.040000000000000036
delight-nashorn-sandbox_dot,4,25CPU1Mem8GB.sh,30.629575036773062,12.951977340067343,0.00019408940714968532,0.0,0.030000000000000027
delight-nashorn-sandbox_dot,4,26CPU2Mem4GB.sh,15.321835637583893,6.729966666666668,0.00012607317090458615,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,4,27CPU2Mem8GB.sh,15.963666008918617,6.906739999999999,0.0001550071969465998,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,4,28CPU2Mem16GB.sh,16.481867725752508,7.024773333333335,0.00020888020364437016,0.0,0.0033333333333332993
delight-nashorn-sandbox_dot,4,29CPU4Mem8GB.sh,14.701053333333334,6.52866,0.0002419303343555556,0.0,0.0
delight-nashorn-sandbox_dot,4,01noThrottling.sh,15.376817941834453,6.748791275167787,0.00029861780443042515,0.0,0.00666666666666671
delight-nashorn-sandbox_dot,6,19CPU010Mem1GB.sh,552.7173911861397,191.3444973678161,0.00039118573361199044,0.0,0.56
delight-nashorn-sandbox_dot,6,20CPU010Mem2GB.sh,495.5434269164767,170.49983236158187,0.0005342784047871146,0.0,0.6366666666666667
delight-nashorn-sandbox_dot,6,21CPU025Mem2GB.sh,136.3980896313461,48.42094870449465,0.00021607730699099075,0.0,0.44333333333333336
