project,machines_num,conf,time_seq,time_parallel,price,min_failure_rate,max_failure_rate,probability_failure_rate
elastic-job-lite_dot,1,19CPU010Mem1GB.sh,150.6559206896552,150.6559206896552,0.10662672786810345,0.0,0,0.0
elastic-job-lite_dot,1,20CPU010Mem2GB.sh,147.86754827586202,147.86754827586202,0.15942586163275857,0.0,0,0.0
elastic-job-lite_dot,1,21CPU025Mem2GB.sh,60.555234482758635,60.555234482758635,0.09592958395977015,0.0,0,0.0
elastic-job-lite_dot,1,22CPU05Mem2GB.sh,36.28868965517252,36.28868965517252,0.0880907941379313,0.0,0,0.0
elastic-job-lite_dot,1,23CPU05Mem4GB.sh,35.73936896551733,35.73936896551733,0.1132342340057474,0.0,0,0.0
elastic-job-lite_dot,1,24CPU1Mem4GB.sh,25.93967931034481,25.93967931034481,0.12593714305172407,0.0,0,0.0
elastic-job-lite_dot,1,25CPU1Mem8GB.sh,25.890941379310345,25.890941379310345,0.16406226520689654,0.0,0,0.0
elastic-job-lite_dot,1,26CPU2Mem4GB.sh,22.300796551724204,22.300796551724204,0.18349838762643733,0.0,0,0.0
elastic-job-lite_dot,1,27CPU2Mem8GB.sh,22.306886206896575,22.306886206896575,0.21659986506896578,0.0,0,0.0
elastic-job-lite_dot,1,28CPU2Mem16GB.sh,22.41077241379312,22.41077241379312,0.2840191890574715,0.0,0,0.0
elastic-job-lite_dot,1,29CPU4Mem8GB.sh,22.253955172413782,22.253955172413782,0.3662259222873562,0.0,0,0.0
elastic-job-lite_dot,1,01noThrottling.sh,22.23027586206901,22.23027586206901,0.4317119572413802,0.0,0,0.0
elastic-job-lite_dot,2,19CPU010Mem1GB.sh,150.65592068965492,118.91832758620667,0.10662672786810326,0.0,0,0.0
elastic-job-lite_dot,2,20CPU010Mem2GB.sh,147.8675482758618,103.17797931034461,0.15942586163275832,0.0,0,0.0
elastic-job-lite_dot,2,21CPU025Mem2GB.sh,60.55523448275851,57.84144827586196,0.09592958395976994,0.0,0,0.0
elastic-job-lite_dot,2,22CPU05Mem2GB.sh,36.28868965517237,30.073137931034438,0.08809079413793093,0.0,0,0.0
elastic-job-lite_dot,2,23CPU05Mem4GB.sh,35.73936896551717,25.832055172413757,0.11323423400574692,0.0,0,0.0
elastic-job-lite_dot,2,24CPU1Mem4GB.sh,25.939679310344758,21.813679310344764,0.1259371430517238,0.0,0,0.0
elastic-job-lite_dot,2,25CPU1Mem8GB.sh,25.890941379310277,23.187496551724074,0.16406226520689612,0.0,0,0.0
elastic-job-lite_dot,2,26CPU2Mem4GB.sh,22.30079655172409,21.008951724137887,0.1834983876264364,0.0,0,0.0
elastic-job-lite_dot,2,27CPU2Mem8GB.sh,22.306886206896454,19.409882758620597,0.21659986506896456,0.0,0,0.0
elastic-job-lite_dot,2,28CPU2Mem16GB.sh,22.410772413793033,18.312444827586145,0.28401918905747037,0.0,0,0.0
elastic-job-lite_dot,2,29CPU4Mem8GB.sh,22.253955172413686,18.871927586206795,0.3662259222873545,0.0,0,0.0
elastic-job-lite_dot,2,01noThrottling.sh,22.23027586206892,20.31053793103444,0.43171195724137845,0.0,0,0.0
elastic-job-lite_dot,4,19CPU010Mem1GB.sh,150.65592068965495,118.4900999999998,0.10662672786810326,0.0,0,0.0
elastic-job-lite_dot,4,20CPU010Mem2GB.sh,147.86754827586168,102.91361379310318,0.1594258616327582,0.0,0,0.0
elastic-job-lite_dot,4,21CPU025Mem2GB.sh,60.555234482758515,57.64120689655162,0.09592958395976994,0.0,0,0.0
elastic-job-lite_dot,4,22CPU05Mem2GB.sh,36.28868965517235,26.995375862068897,0.08809079413793086,0.0,0,0.0
elastic-job-lite_dot,4,23CPU05Mem4GB.sh,35.73936896551719,24.4096413793103,0.11323423400574693,0.0,0,0.0
elastic-job-lite_dot,4,24CPU1Mem4GB.sh,25.93967931034475,19.806517241379236,0.12593714305172377,0.0,0,0.0
elastic-job-lite_dot,4,25CPU1Mem8GB.sh,25.890941379310277,22.79574482758614,0.16406226520689615,0.0,0,0.0
elastic-job-lite_dot,4,26CPU2Mem4GB.sh,22.300796551724083,20.01422413793098,0.18349838762643628,0.0,0,0.0
elastic-job-lite_dot,4,27CPU2Mem8GB.sh,22.306886206896454,17.086041379310252,0.21659986506896456,0.0,0,0.0
elastic-job-lite_dot,4,28CPU2Mem16GB.sh,22.410772413793037,17.635141379310287,0.28401918905747037,0.0,0,0.0
elastic-job-lite_dot,4,29CPU4Mem8GB.sh,22.253955172413768,15.3723068965517,0.36622592228735584,0.0,0,0.0
elastic-job-lite_dot,4,01noThrottling.sh,22.230275862068904,18.084755172413733,0.4317119572413782,0.0,0,0.0
elastic-job-lite_dot,6,19CPU010Mem1GB.sh,150.6559206896549,117.76963448275842,0.10662672786810326,0.0,0,0.0
elastic-job-lite_dot,6,20CPU010Mem2GB.sh,147.86754827586176,101.9114241379308,0.1594258616327583,0.0,0,0.0
elastic-job-lite_dot,6,21CPU025Mem2GB.sh,60.55523448275851,57.08207241379299,0.09592958395976992,0.0,0,0.0
elastic-job-lite_dot,6,22CPU05Mem2GB.sh,36.28868965517234,26.81152758620683,0.08809079413793082,0.0,0,0.0
elastic-job-lite_dot,6,23CPU05Mem4GB.sh,35.7393689655172,24.050806896551705,0.11323423400574698,0.0,0,0.0
elastic-job-lite_dot,6,24CPU1Mem4GB.sh,25.93967931034475,19.944772413793032,0.12593714305172377,0.0,0,0.0
elastic-job-lite_dot,6,25CPU1Mem8GB.sh,25.89094137931029,21.82121724137926,0.1640622652068962,0.0,0,0.0
